market,secid,window,window_start,window_end,n_obs_window,n_tail_positive,tail_side,filter_method,selected_k,selected_k_frac,alpha_consensus,alpha_core_mad,n_core_estimators,theta_runs,theta_clusters,theta_exceedances,mean_return_window,std_return_window,zero_share_window,max_loss_window,alpha_hill,alpha_mom,alpha_gpd,gpd_shape,gpd_scale,gpd_ks,alpha_pickands,alpha_trimmed_hill,alpha_rank_half,boot_n,alpha_ci_low,alpha_ci_high,alpha_boot_mean,alpha_boot_std,p_alpha_lt_1,p_alpha_gt_2,adaptive_score,adaptive_grid_k_min,adaptive_grid_k_max,adaptive_grid_n,adaptive_alpha_grid_median,adaptive_alpha_grid_iqr,tail_group
bonds,SU29008RMFS8,504,2020-07-07,2022-07-01,504,208,lower,raw,15,0.07211538461538461,1.4879768460389893,0.06033598030529275,3,0.7333333333333333,11,15,0.00019034757826913012,0.0048705795187450225,0.001984126984126984,0.0759501103863376,1.4276408657336965,1.4879768460389893,1.5535162201476411,0.6437010357735198,0.0035235605241965484,0.1421866125387149,0.6996754411317921,1.4276408657336965,1.3054135799951379,77,1.0909762049280738,7.875481980326516,2.5193257671183953,2.4472602511428634,0.012987012987012988,0.2857142857142857,0.14686800662229518,10,31,22,1.5180679499728933,0.09482744115680175,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2020-08-05,2022-08-01,504,201,lower,raw,29,0.14427860696517414,1.3418636952322065,0.015419068793808943,3,0.5517241379310345,16,29,0.0002515403175147617,0.004853222936188092,0.003968253968253968,0.0759501103863376,1.233206740420949,1.3418636952322065,1.3572827640260154,0.7367661525692466,0.0021036926570929654,0.08642549050955162,,1.3953975695231164,1.2288427542437417,98,1.0516685395388419,3.699170192784227,2.0072078201439103,2.5489153803559375,0.030612244897959183,0.2857142857142857,0.07270165377909162,10,30,21,1.4713927694317461,0.12522900781195156,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2020-09-03,2022-08-30,504,200,lower,raw,29,0.145,1.2976835001907687,0.02247750706706686,3,0.5517241379310345,16,29,0.0002586699846390788,0.004827090164758639,0.003968253968253968,0.0759501103863376,1.1919451218514032,1.2976835001907687,1.3201610072578356,0.7574833633945484,0.0020059505676308987,0.0973864506064906,,1.3467202213773901,1.192541398022688,99,1.0357073087696993,3.0395200330907888,1.6262026287707279,0.8758938333753967,0.04040404040404041,0.1717171717171717,0.09118152630997503,10,30,21,1.3971176536404213,0.12510260873397727,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2020-10-02,2022-09-28,504,203,lower,raw,26,0.12807881773399016,1.2577021501896655,0.03379379130839544,3,0.5769230769230769,15,26,0.0002381806353370823,0.004824619517190684,0.003968253968253968,0.0759501103863376,1.2104585704864994,1.291495941498061,1.2577021501896655,0.7951008113083029,0.0020684346762169484,0.0820155084230228,,1.3860953992863088,1.186809028826057,96,0.9978474432879629,3.598984557827057,2.2298702686731198,4.439916565657123,0.0625,0.20833333333333334,0.09657429233431658,10,30,21,1.38762713779342,0.14821964652618247,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2020-11-02,2022-10-27,504,201,lower,raw,24,0.11940298507462686,1.2229734221785564,0.007425902031634513,3,0.5416666666666666,13,24,0.0002805156414227316,0.00480169655744284,0.003968253968253968,0.0759501103863376,1.230399324210191,1.2229734221785564,1.050041288159728,0.9523435042755043,0.001711034165395955,0.08873544806510691,,1.431890914390086,1.1388211197193927,98,0.99856122524896,2.688133709844054,2.011546515958482,5.060006075986852,0.061224489795918366,0.14285714285714285,0.07731478446081716,10,30,21,1.262049311540493,0.11250165447336191,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2020-12-02,2022-11-28,504,202,lower,raw,23,0.11386138613861387,1.2350060438941446,0.024310613844812146,3,0.5217391304347826,12,23,0.0002523902313775331,0.004804004586511429,0.003968253968253968,0.0759501103863376,1.2106954300493324,1.262218537588773,1.2350060438941446,0.8097126365850502,0.0021234573523688524,0.06994394908496349,39.26499734063104,1.4106772450417657,1.1601596200496402,99,0.9337201600644986,2.9216235577480405,1.7519825159572588,1.887917724153738,0.09090909090909091,0.1919191919191919,0.08051123441970573,10,30,21,1.2415859459360699,0.07404578756694691,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2021-01-04,2022-12-27,504,200,lower,raw,19,0.095,1.2795800288737038,0.00042302031275687213,3,0.631578947368421,12,19,0.00023749012806186762,0.004807928157094974,0.003968253968253968,0.0759501103863376,1.2800030491864607,1.2795800288737038,1.1768982578352654,0.8496911209974564,0.0022906551383108254,0.08834408699757224,2.5854105597092927,1.2800030491864607,1.170719693238205,97,0.9666541543133303,4.870896795712391,2.218716283180606,3.1255127693185685,0.08247422680412371,0.3402061855670103,0.07377907995430727,10,30,21,1.2731981615174994,0.011445493661254247,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2021-02-03,2023-01-26,504,195,lower,raw,18,0.09230769230769231,1.3227185919958575,0.006640200059595758,3,0.6111111111111112,11,18,0.0002703257365724064,0.004830714429238112,0.003968253968253968,0.0759501103863376,1.2618888371935566,1.3293587920554533,1.3227185919958575,0.7560187072679567,0.002753655070854029,0.07746361877134245,1.9633780023255625,1.2618888371935566,1.1958436430423374,94,0.9770255756362024,4.050344985960147,2.2868099818932075,4.511126148966607,0.0851063829787234,0.2127659574468085,0.04597022483568944,10,29,20,1.311368103677843,0.05530453222906084,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2021-03-04,2023-02-27,504,189,lower,raw,17,0.08994708994708994,1.2819645369154955,0.02313361316874607,3,0.5882352941176471,10,17,0.00029032400333475826,0.004823385853324898,0.003968253968253968,0.0759501103863376,1.2256270480546103,1.3050981500842416,1.2819645369154955,0.7800527793117245,0.0028336506411886916,0.10336544681651125,8.033977238204129,1.2256270480546103,1.1663423735050358,94,1.0034337780746125,4.071440748531234,2.404908182438029,5.297630188125357,0.05319148936170213,0.23404255319148937,0.06976316235576932,10,28,19,1.2835675090861534,0.025996636728886857,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2021-04-05,2023-03-29,504,185,lower,raw,17,0.0918918918918919,1.2819645369154955,0.02313361316874607,3,0.5882352941176471,10,17,0.00031650553258046857,0.004823967654712937,0.003968253968253968,0.0759501103863376,1.2256270480546103,1.3050981500842416,1.2819645369154955,0.7800527793117245,0.0028336506411886916,0.10336544681651125,1.4946418620012873,1.2256270480546103,1.1663423735050358,94,1.0217910122364393,3.883094574768582,2.3695835362812634,5.198582917945879,0.031914893617021274,0.26595744680851063,0.06976316235576932,10,27,18,1.288190589588679,0.037950551754846185,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2021-05-05,2023-04-27,504,184,lower,raw,19,0.10326086956521739,1.2642013228035125,0.003944816884600355,3,0.6842105263157895,13,19,0.00032333987927452506,0.00479251226710385,0.003968253968253968,0.0759501103863376,1.2136800973912019,1.2681461396881129,1.2642013228035125,0.7910132523690012,0.002464998067504992,0.10492662244866818,3.002207054062047,1.2136800973912019,1.1500108450048379,96,0.972176881636772,5.1281493628581565,2.7887182471909266,6.074845062373511,0.07291666666666667,0.28125,0.08643373349765236,10,27,18,1.2498537647945307,0.02226251593656059,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2021-06-03,2023-05-30,504,184,lower,raw,13,0.07065217391304347,1.1989111620498156,0.0038934530923047106,3,0.5384615384615384,7,13,0.00032696124335364,0.004770363538347488,0.003968253968253968,0.0759501103863376,1.1989111620498156,1.2028046151421203,0.972776539673466,1.0279853175074227,0.002520166368168953,0.14113665251111074,1.2317003512953981,1.1989111620498156,1.0662737856126727,95,0.893952705565411,4.599641749575256,1.897145484833917,2.0670726854151966,0.16842105263157894,0.22105263157894736,0.07571259566414577,10,27,18,1.2190082926196382,0.020642527943814493,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2021-07-02,2023-06-29,504,182,lower,raw,13,0.07142857142857142,1.1989111620498156,0.0038934530923047106,3,0.5384615384615384,7,13,0.0003217408583273841,0.004769372654875833,0.003968253968253968,0.0759501103863376,1.1989111620498156,1.2028046151421203,0.972776539673466,1.0279853175074227,0.002520166368168953,0.14113665251111074,1.2317003512953981,1.1989111620498156,1.0662737856126727,96,0.9980783496834152,3.8864264468966105,1.9888473241327838,1.4985097967213303,0.07291666666666667,0.3541666666666667,0.07571259566414577,10,27,18,1.2190082926196382,0.020642527943814493,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2021-08-02,2023-07-28,504,177,lower,raw,13,0.07344632768361582,1.1989111620498156,0.0038934530923047106,3,0.5384615384615384,7,13,0.00033729173212620594,0.00477119735244922,0.005952380952380952,0.0759501103863376,1.1989111620498156,1.2028046151421203,0.972776539673466,1.0279853175074227,0.002520166368168953,0.14113665251111074,1.3659471409254502,1.1989111620498156,1.0662737856126727,95,0.9529237583914931,3.8855622202586417,1.8572921142902392,0.9494295088965159,0.08421052631578947,0.29473684210526313,0.0835503880082503,10,26,17,1.2215934229360397,0.036368628862258445,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2021-08-31,2023-08-28,504,179,lower,raw,13,0.07262569832402235,1.1989111620498156,0.0038934530923047106,3,0.5384615384615384,7,13,0.00032455271922692425,0.004771545279816583,0.005952380952380952,0.0759501103863376,1.1989111620498156,1.2028046151421203,0.972776539673466,1.0279853175074227,0.002520166368168953,0.14113665251111074,1.3659471409254502,1.1989111620498156,1.0662737856126727,97,0.9228601242148609,3.1752602115935584,1.874624426083076,1.9200059082673318,0.12371134020618557,0.27835051546391754,0.0835503880082503,10,26,17,1.2215934229360397,0.036368628862258445,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2021-09-29,2023-09-26,504,183,lower,raw,13,0.07103825136612021,1.1989111620498156,0.0038934530923047106,3,0.5384615384615384,7,13,0.0003127952305576154,0.004771941693375842,0.005952380952380952,0.0759501103863376,1.1989111620498156,1.2028046151421203,0.972776539673466,1.0279853175074227,0.002520166368168953,0.14113665251111074,1.2317003512953981,1.1989111620498156,1.0662737856126727,98,0.9512471253283028,3.9550065904573013,1.7446120395498177,1.084471893868036,0.11224489795918367,0.23469387755102042,0.0835503880082503,10,27,18,1.2221221797932675,0.03852621342193974,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2021-10-28,2023-10-25,504,184,lower,raw,13,0.07065217391304347,1.1989111620498156,0.0038934530923047106,3,0.5384615384615384,7,13,0.0003211325112794324,0.004777220915280676,0.005952380952380952,0.0759501103863376,1.1989111620498156,1.2028046151421203,0.972776539673466,1.0279853175074227,0.002520166368168953,0.14113665251111074,1.1640591269765752,1.1989111620498156,1.0662737856126727,97,0.9218922355584915,3.7579358531992453,2.63553893975982,6.998155869462863,0.1134020618556701,0.23711340206185566,0.0835503880082503,10,27,18,1.2221221797932675,0.03852621342193974,point_alpha_1_2_uncertain
bonds,SU29008RMFS8,504,2021-11-29,2023-11-23,504,181,lower,raw,13,0.0718232044198895,1.1989111620498156,0.0038934530923047106,3,0.5384615384615384,7,13,0.00033716648402177575,0.004775400663282374,0.005952380952380952,0.0759501103863376,1.1989111620498156,1.2028046151421203,0.972776539673466,1.0279853175074227,0.002520166368168953,0.14113665251111074,1.2317003512953981,1.1989111620498156,1.0662737856126727,96,0.9197460482772118,4.216836789003873,1.9935239741120583,2.1269429837316536,0.13541666666666666,0.2604166666666667,0.0835503880082503,10,27,18,1.2221221797932675,0.03852621342193974,point_alpha_1_2_uncertain
