market,window,tail_side,filter_method,n_estimates,n_securities,alpha_consensus_mean,alpha_consensus_median,alpha_consensus_p10,alpha_consensus_p90,alpha_hill_mean,alpha_hill_median,alpha_hill_p10,alpha_hill_p90,alpha_mom_mean,alpha_mom_median,alpha_mom_p10,alpha_mom_p90,alpha_gpd_mean,alpha_gpd_median,alpha_gpd_p10,alpha_gpd_p90,alpha_pickands_mean,alpha_pickands_median,alpha_pickands_p10,alpha_pickands_p90,alpha_trimmed_hill_mean,alpha_trimmed_hill_median,alpha_trimmed_hill_p10,alpha_trimmed_hill_p90,alpha_rank_half_mean,alpha_rank_half_median,alpha_rank_half_p10,alpha_rank_half_p90
bonds,504,lower,raw,1153,15,3.8912480406956345,1.9895264394149499,1.2577692104520384,6.417283294918242,2.0430866714467255,1.7686292364355305,1.32226582645242,3.1835808748516894,7.524681839538674,1.9821275885255831,1.2542042570062002,7.362337390026512,3.050551441400517,1.656776759702577,1.131510066201229,5.758197824715028,9.296148270639806,2.3143476841494133,0.9234199988411289,13.718584272664627,2.2024609984421666,1.9899947648493839,1.4513107803213143,3.39162083996647,1.9951853573687262,1.745234020349157,1.1358973980153948,3.447964460853774
