secid,market,chosen_boardid,n_boards,all_boards,chosen_board_nobs,max_board_nobs
RU000A10BUN7,bonds,TQCB,1,TQCB,228,228
RU000A10BUQ0,bonds,TQCB,1,TQCB,169,169
RU000A10BV22,bonds,TQCB,1,TQCB,228,228
RU000A10BV55,bonds,TQCB,1,TQCB,228,228
RU000A10BV89,bonds,TQCB,1,TQCB,228,228
RU000A10BVS4,bonds,TQCB,1,TQCB,226,226
RU000A10BVT2,bonds,TQCB,1,TQCB,211,211
RU000A10BVW6,bonds,TQCB,1,TQCB,226,226
RU000A10BVY2,bonds,TQCB,1,TQCB,219,219
RU000A10BW39,bonds,TQCB,1,TQCB,225,225
RU000A10BW62,bonds,TQCB,1,TQCB,225,225
RU000A10BW70,bonds,TQCB,1,TQCB,225,225
RU000A10BW88,bonds,TQCB,1,TQCB,225,225
RU000A10BW96,bonds,TQCB,1,TQCB,225,225
RU000A10BWA0,bonds,TQCB,1,TQCB,219,219
RU000A10BWC6,bonds,TQCB,1,TQCB,225,225
RU000A10BWN3,bonds,TQCB,1,TQCB,224,224
RU000A10BXQ4,bonds,TQCB,1,TQCB,223,223
RU000A10BXV4,bonds,TQCB,1,TQCB,223,223
RU000A10BY03,bonds,TQCB,1,TQCB,223,223
RU000A10BY45,bonds,TQCB,1,TQCB,222,222
RU000A10BY52,bonds,TQCB,1,TQCB,223,223
RU000A10BY94,bonds,TQCB,1,TQCB,222,222
RU000A10BYA6,bonds,TQCB,1,TQCB,188,188
RU000A10BYB4,bonds,TQCB,1,TQCB,55,55
RU000A10BYR0,bonds,TQCB,1,TQCB,221,221
RU000A10BYZ3,bonds,TQCB,1,TQCB,220,220
RU000A10BZJ4,bonds,TQCB,1,TQCB,209,209
RU000A10BZT3,bonds,TQCB,1,TQCB,218,218
RU000A10C055,bonds,TQCB,1,TQCB,195,195
RU000A10C071,bonds,TQCB,1,TQCB,143,143
RU000A10C089,bonds,TQCB,1,TQCB,113,113
RU000A10C097,bonds,TQCB,1,TQCB,184,184
RU000A10C0A1,bonds,TQCB,1,TQCB,178,178
RU000A10C0X3,bonds,TQCB,1,TQCB,217,217
RU000A10C2E9,bonds,TQCB,1,TQCB,214,214
RU000A10C2L4,bonds,TQCB,1,TQCB,213,213
RU000A10C2N0,bonds,TQCB,1,TQCB,194,194
RU000A10C2R1,bonds,TQCB,1,TQCB,213,213
RU000A10C329,bonds,TQCB,1,TQCB,213,213
RU000A10C3B3,bonds,TQCB,1,TQCB,211,211
RU000A10C3F4,bonds,TQCB,1,TQCB,193,193
RU000A10C3M0,bonds,TQCB,1,TQCB,210,210
RU000A10C3N8,bonds,TQCB,1,TQCB,210,210
RU000A10C4E5,bonds,TQCB,1,TQCB,151,151
RU000A10C4F2,bonds,TQCB,1,TQCB,125,125
RU000A10C5B8,bonds,TQCB,1,TQCB,208,208
RU000A10C5F9,bonds,TQCB,1,TQCB,208,208
RU000A10DFL8,bonds,TQCB,1,TQCB,78,78
RU000A10C5J1,bonds,TQCB,1,TQCB,208,208
RU000A10C5K9,bonds,TQCB,1,TQCB,208,208
RU000A10C5L7,bonds,TQCB,1,TQCB,208,208
RU000A10C5P8,bonds,TQCB,1,TQCB,207,207
RU000A10C5T0,bonds,TQCB,1,TQCB,207,207
RU000A10C5U8,bonds,TQCB,1,TQCB,207,207
RU000A10C5Y0,bonds,TQCB,1,TQCB,204,204
RU000A10C618,bonds,TQCB,1,TQCB,206,206
RU000A10C626,bonds,TQCB,1,TQCB,206,206
RU000A10C634,bonds,TQCB,1,TQCB,206,206
RU000A10C6C4,bonds,TQCB,1,TQCB,171,171
RU000A10C6F7,bonds,TQCB,1,TQCB,205,205
RU000A10C6L5,bonds,TQCB,1,TQCB,205,205
RU000A10C6M3,bonds,TQCB,1,TQCB,205,205
RU000A10C6P6,bonds,TQCB,1,TQCB,205,205
RU000A10C6S0,bonds,TQCB,1,TQCB,203,203
RU000A10C6U6,bonds,TQCB,1,TQCB,204,204
RU000A10C6W2,bonds,TQCB,1,TQCB,204,204
RU000A10C6Y8,bonds,TQCB,1,TQCB,204,204
RU000A10C6Z5,bonds,TQCB,1,TQCB,204,204
RU000A10C725,bonds,TQCB,1,TQCB,204,204
RU000A10C741,bonds,TQCB,1,TQCB,203,203
RU000A10DGA9,bonds,TQCB,1,TQCB,112,112
RU000A10C758,bonds,TQCB,1,TQCB,203,203
RU000A10DZB7,bonds,TQCB,1,TQCB,52,52
RU000A10C7C2,bonds,TQCB,1,TQCB,202,202
RU000A10C7E8,bonds,TQCB,1,TQCB,163,163
RU000A10C873,bonds,TQCB,1,TQCB,201,201
RU000A10C8A4,bonds,TQCB,1,TQCB,201,201
RU000A10C8B2,bonds,TQCB,1,TQCB,201,201
RU000A10C8C0,bonds,TQCB,1,TQCB,201,201
RU000A10C8F3,bonds,TQCB,1,TQCB,195,195
RU000A10C8H9,bonds,TQCB,1,TQCB,200,200
RU000A10C8J5,bonds,TQCB,1,TQCB,158,158
RU000A10C8K3,bonds,TQCB,1,TQCB,200,200
RU000A10C8M9,bonds,TQCB,1,TQCB,200,200
RU000A10C8Q0,bonds,TQCB,1,TQCB,200,200
RU000A10C8T4,bonds,TQCB,1,TQCB,200,200
RU000A10C9Y2,bonds,TQCB,1,TQCB,198,198
RU000A10C9Z9,bonds,TQCB,1,TQCB,198,198
RU000A10CAQ0,bonds,TQCB,1,TQCB,196,196
RU000A10CAU2,bonds,TQCB,1,TQCB,163,163
RU000A10CB66,bonds,TQCB,1,TQCB,195,195
RU000A10CC24,bonds,TQCB,1,TQCB,194,194
RU000A10CC32,bonds,TQCB,1,TQCB,170,170
RU000A10CC99,bonds,TQCB,1,TQCB,191,191
RU000A10CCB8,bonds,TQCB,1,TQCB,193,193
RU000A10CCG7,bonds,TQCB,1,TQCB,193,193
RU000A10EDE6,bonds,TQCB,1,TQCB,27,27
RU000A10EYZ7,bonds,TQCB,1,TQCB,13,13
RU000A10CCJ1,bonds,TQCB,1,TQCB,193,193
RU000A10CCL7,bonds,TQCB,1,TQCB,143,143
RU000A10CCN3,bonds,TQCB,1,TQCB,192,192
RU000A10CDX0,bonds,TQCB,1,TQCB,191,191
RU000A10CDZ5,bonds,TQCB,1,TQCB,191,191
RU000A10CF13,bonds,TQCB,1,TQCB,6,6
RU000A10CF21,bonds,TQCB,1,TQCB,18,18
RU000A10CF54,bonds,TQCB,1,TQCB,75,75
RU000A10CF62,bonds,TQCB,1,TQCB,52,52
RU000A10CF70,bonds,TQCB,1,TQCB,92,92
RU000A10CFK2,bonds,TQCB,1,TQCB,185,185
RU000A10CG79,bonds,TQCB,1,TQCB,188,188
RU000A10CH03,bonds,TQCB,1,TQCB,186,186
RU000A10CH11,bonds,TQCB,1,TQCB,186,186
RU000A10CH37,bonds,TQCB,1,TQCB,186,186
RU000A10CHR3,bonds,TQCB,1,TQCB,58,58
RU000A10CHS1,bonds,TQCB,1,TQCB,30,30
RU000A10CHX1,bonds,TQCB,1,TQCB,185,185
RU000A10CJ84,bonds,TQCB,1,TQCB,184,184
RU000A10CJ92,bonds,TQCB,1,TQCB,183,183
RU000A10CKS5,bonds,TQCB,1,TQCB,173,173
RU000A10CKY3,bonds,TQCB,1,TQCB,182,182
RU000A10CKZ0,bonds,TQCB,1,TQCB,182,182
RU000A10CL07,bonds,TQCB,1,TQCB,182,182
RU000A10CL23,bonds,TQCB,1,TQCB,104,104
RU000A10CL64,bonds,TQCB,1,TQCB,182,182
RU000A10CLD5,bonds,TQCB,1,TQCB,181,181
RU000A10CLT1,bonds,TQCB,1,TQCB,180,180
RU000A10CLX3,bonds,TQCB,1,TQCB,180,180
RU000A10CLZ8,bonds,TQCB,1,TQCB,180,180
RU000A10CM06,bonds,TQCB,1,TQCB,180,180
RU000A10CM14,bonds,TQCB,1,TQCB,180,180
RU000A10CM22,bonds,TQCB,1,TQCB,180,180
RU000A10CM71,bonds,TQCB,1,TQCB,178,178
RU000A10CM89,bonds,TQCB,1,TQCB,178,178
RU000A10CMD3,bonds,TQCB,1,TQCB,178,178
RU000A10CMQ5,bonds,TQCB,1,TQCB,177,177
RU000A10CMR3,bonds,TQCB,1,TQCB,177,177
RU000A10CMT9,bonds,TQCB,1,TQCB,173,173
RU000A10CN47,bonds,TQCB,1,TQCB,175,175
RU000A10CN62,bonds,TQCB,1,TQCB,175,175
RU000A10CP52,bonds,TQCB,1,TQCB,173,173
RU000A10CP78,bonds,TQCB,1,TQCB,173,173
RU000A10CPB0,bonds,TQCB,1,TQCB,172,172
RU000A10CQ77,bonds,TQCB,1,TQCB,170,170
RU000A10CQ85,bonds,TQCB,1,TQCB,170,170
RU000A10CQ93,bonds,TQCB,1,TQCB,170,170
RU000A10CQA0,bonds,TQCB,1,TQCB,170,170
RU000A10CQE2,bonds,TQCB,1,TQCB,170,170
RU000A10CQH5,bonds,TQCB,1,TQCB,150,150
RU000A10CR50,bonds,TQCB,1,TQCB,169,169
RU000A10CR92,bonds,TQCB,1,TQCB,168,168
RU000A10CRA8,bonds,TQCB,1,TQCB,168,168
RU000A10CRB6,bonds,TQCB,1,TQCB,168,168
RU000A10CRC4,bonds,TQCB,1,TQCB,168,168
RU000A10CRD2,bonds,TQCB,1,TQCB,168,168
RU000A10CRG5,bonds,TQCB,1,TQCB,167,167
RU000A10CRJ9,bonds,TQCB,1,TQCB,167,167
RU000A10CRP6,bonds,TQCB,1,TQCB,163,163
RU000A10CS75,bonds,TQCB,1,TQCB,165,165
RU000A10CS83,bonds,TQCB,1,TQCB,165,165
RU000A10CS91,bonds,TQCB,1,TQCB,165,165
RU000A10CSA6,bonds,TQCB,1,TQCB,165,165
RU000A10CSD0,bonds,TQCB,1,TQCB,165,165
RU000A10CSG3,bonds,TQCB,1,TQCB,165,165
RU000A10CSP4,bonds,TQCB,1,TQCB,164,164
RU000A10CSQ2,bonds,TQCB,1,TQCB,164,164
RU000A10CSR0,bonds,TQCB,1,TQCB,164,164
RU000A10CST6,bonds,TQCB,1,TQCB,164,164
RU000A10CSX8,bonds,TQCB,1,TQCB,162,162
RU000A10CT09,bonds,TQCB,1,TQCB,163,163
RU000A10CT33,bonds,TQCB,1,TQCB,163,163
RU000A10CT41,bonds,TQCB,1,TQCB,163,163
RU000A10CT58,bonds,TQCB,1,TQCB,163,163
RU000A10CT74,bonds,TQCB,1,TQCB,163,163
RU000A10CTB2,bonds,TQCB,1,TQCB,162,162
RU000A10CTG1,bonds,TQCB,1,TQCB,161,161
RU000A10CTH9,bonds,TQCB,1,TQCB,161,161
RU000A10CTJ5,bonds,TQCB,1,TQCB,161,161
RU000A10CTK3,bonds,TQCB,1,TQCB,160,160
RU000A10CTX6,bonds,TQCB,1,TQCB,160,160
RU000A10CU30,bonds,TQCB,1,TQCB,160,160
RU000A10CU48,bonds,TQCB,1,TQCB,160,160
RU000A10CU55,bonds,TQCB,1,TQCB,160,160
RU000A10CU89,bonds,TQCB,1,TQCB,160,160
RU000A10CU97,bonds,TQCB,1,TQCB,160,160
RU000A10CUB0,bonds,TQCB,1,TQCB,160,160
RU000A10CUF1,bonds,TQCB,1,TQCB,159,159
RU000A10CV39,bonds,TQCB,1,TQCB,104,104
RU000A10CW87,bonds,TQCB,1,TQCB,157,157
RU000A10CWF7,bonds,TQCB,1,TQCB,158,158
RU000A10CZ35,bonds,TQCB,1,TQCB,156,156
RU000A10CZ43,bonds,TQCB,1,TQCB,156,156
RU000A10CZ68,bonds,TQCB,1,TQCB,156,156
RU000A10CZA1,bonds,TQCB,1,TQCB,155,155
RU000A10CZB9,bonds,TQCB,1,TQCB,155,155
RU000A10CZC7,bonds,TQCB,1,TQCB,154,154
RU000A10D1H3,bonds,TQCB,1,TQCB,153,153
RU000A10D1J9,bonds,TQCB,1,TQCB,153,153
RU000A10D1U6,bonds,TQCB,1,TQCB,151,151
RU000A10D1W2,bonds,TQCB,1,TQCB,151,151
RU000A10D2N9,bonds,TQCB,1,TQCB,150,150
RU000A10D2Q2,bonds,TQCB,1,TQCB,150,150
RU000A10D2V2,bonds,TQCB,1,TQCB,29,29
RU000A10D2W0,bonds,TQCB,1,TQCB,126,126
RU000A10D2Y6,bonds,TQCB,1,TQCB,149,149
RU000A10D301,bonds,TQCB,1,TQCB,149,149
RU000A10D319,bonds,TQCB,1,TQCB,149,149
RU000A10D3B2,bonds,TQCB,1,TQCB,148,148
RU000A10D3C0,bonds,TQCB,1,TQCB,148,148
RU000A10D3G1,bonds,TQCB,1,TQCB,147,147
RU000A10D3J5,bonds,TQCB,1,TQCB,148,148
RU000A10D3K3,bonds,TQCB,1,TQCB,148,148
RU000A10D3P2,bonds,TQCB,1,TQCB,147,147
RU000A10D3R8,bonds,TQCB,1,TQCB,147,147
RU000A10D3S6,bonds,TQCB,1,TQCB,147,147
RU000A10D3T4,bonds,TQCB,1,TQCB,147,147
RU000A10D3X6,bonds,TQCB,1,TQCB,147,147
RU000A10D3Z1,bonds,TQCB,1,TQCB,50,50
RU000A10D459,bonds,TQCB,1,TQCB,146,146
RU000A10D483,bonds,TQCB,1,TQCB,146,146
RU000A10D4D6,bonds,TQCB,1,TQCB,145,145
RU000A10D4E4,bonds,TQCB,1,TQCB,145,145
RU000A10D4F1,bonds,TQCB,1,TQCB,145,145
RU000A10D4G9,bonds,TQCB,1,TQCB,143,143
RU000A10D4H7,bonds,TQCB,1,TQCB,142,142
RU000A10D4P0,bonds,TQCB,1,TQCB,144,144
RU000A10D4S4,bonds,TQCB,1,TQCB,143,143
RU000A10D4V8,bonds,TQCB,1,TQCB,143,143
RU000A10D4W6,bonds,TQCB,1,TQCB,143,143
RU000A10D541,bonds,TQCB,1,TQCB,139,139
RU000A10D5F8,bonds,TQCB,1,TQCB,126,126
RU000A10D5H4,bonds,TQCB,1,TQCB,36,36
RU000A10D616,bonds,TQCB,1,TQCB,115,115
RU000A10D665,bonds,TQCB,1,TQCB,141,141
RU000A10D6L4,bonds,TQCB,1,TQCB,97,97
RU000A10D7Z2,bonds,TQCB,1,TQCB,140,140
RU000A10D806,bonds,TQCB,1,TQCB,140,140
RU000A10D9J2,bonds,TQCB,1,TQCB,138,138
RU000A10D9K0,bonds,TQCB,1,TQCB,139,139
RU000A10D9L8,bonds,TQCB,1,TQCB,139,139
RU000A10DA41,bonds,TQCB,1,TQCB,138,138
RU000A10DA66,bonds,TQCB,1,TQCB,138,138
RU000A10DA74,bonds,TQCB,1,TQCB,120,120
RU000A10DB16,bonds,TQCB,1,TQCB,137,137
RU000A10DBA0,bonds,TQCB,1,TQCB,110,110
RU000A10DBD4,bonds,TQCB,1,TQCB,136,136
RU000A10DBE2,bonds,TQCB,1,TQCB,136,136
RU000A10DBH5,bonds,TQCB,1,TQCB,136,136
RU000A10DBM5,bonds,TQCB,1,TQCB,126,126
RU000A10DBS2,bonds,TQCB,1,TQCB,135,135
RU000A10DBV6,bonds,TQCB,1,TQCB,135,135
RU000A10DBZ7,bonds,TQCB,1,TQCB,135,135
RU000A10DC15,bonds,TQCB,1,TQCB,121,121
RU000A10DCE0,bonds,TQCB,1,TQCB,134,134
RU000A10DCF7,bonds,TQCB,1,TQCB,134,134
RU000A10DCG5,bonds,TQCB,1,TQCB,134,134
RU000A10DCJ9,bonds,TQCB,1,TQCB,134,134
RU000A10DCK7,bonds,TQCB,1,TQCB,134,134
RU000A10DCM3,bonds,TQCB,1,TQCB,134,134
RU000A10DD30,bonds,TQCB,1,TQCB,115,115
RU000A10DD97,bonds,TQCB,1,TQCB,129,129
RU000A10DDG3,bonds,TQCB,1,TQCB,128,128
RU000A10DDR0,bonds,TQCB,1,TQCB,123,123
RU000A10DDT6,bonds,TQCB,1,TQCB,127,127
RU000A10DDU4,bonds,TQCB,1,TQCB,127,127
RU000A10DE54,bonds,TQCB,1,TQCB,112,112
RU000A10DEA4,bonds,TQCB,1,TQCB,125,125
RU000A10DEE6,bonds,TQCB,1,TQCB,125,125
RU000A10DEM9,bonds,TQCB,1,TQCB,125,125
RU000A10DEN7,bonds,TQCB,1,TQCB,125,125
RU000A10DEQ0,bonds,TQCB,1,TQCB,125,125
RU000A10DF38,bonds,TQCB,1,TQCB,119,119
RU000A10DFJ2,bonds,TQCB,1,TQCB,117,117
RU000A10DFN4,bonds,TQCB,1,TQCB,124,124
RU000A10DG52,bonds,TQCB,1,TQCB,123,123
RU000A10DG60,bonds,TQCB,1,TQCB,123,123
RU000A10DG78,bonds,TQCB,1,TQCB,123,123
RU000A10DG86,bonds,TQCB,1,TQCB,123,123
RU000A10DHT7,bonds,TQCB,1,TQCB,122,122
RU000A10DHV3,bonds,TQCB,1,TQCB,122,122
RU000A10DHX9,bonds,TQCB,1,TQCB,122,122
RU000A10DJ00,bonds,TQCB,1,TQCB,119,119
RU000A10DJ18,bonds,TQCB,1,TQCB,119,119
RU000A10DJA3,bonds,TQCB,1,TQCB,121,121
RU000A10DJH8,bonds,TQCB,1,TQCB,121,121
RU000A10DJM8,bonds,TQCB,1,TQCB,120,120
RU000A10DJP1,bonds,TQCB,1,TQCB,118,118
RU000A10DJR7,bonds,TQCB,1,TQCB,120,120
RU000A10DJS5,bonds,TQCB,1,TQCB,120,120
RU000A10DJV9,bonds,TQCB,1,TQCB,120,120
RU000A10DJY3,bonds,TQCB,1,TQCB,119,119
RU000A10DK80,bonds,TQCB,1,TQCB,116,116
RU000A10DLC5,bonds,TQCB,1,TQCB,117,117
RU000A10DLE1,bonds,TQCB,1,TQCB,117,117
RU000A10DLN2,bonds,TQCB,1,TQCB,116,116
RU000A10DLP7,bonds,TQCB,1,TQCB,116,116
RU000A10DLV5,bonds,TQCB,1,TQCB,114,114
RU000A10DLY9,bonds,TQCB,1,TQCB,116,116
RU000A10DM96,bonds,TQCB,1,TQCB,115,115
RU000A10DMN0,bonds,TQCB,1,TQCB,114,114
RU000A10DMS9,bonds,TQCB,1,TQCB,113,113
RU000A10DNX7,bonds,TQCB,1,TQCB,75,75
RU000A10DP51,bonds,TQCB,1,TQCB,113,113
RU000A10DP93,bonds,TQCB,1,TQCB,113,113
RU000A10DPB8,bonds,TQCB,1,TQCB,113,113
RU000A10DPJ1,bonds,TQCB,1,TQCB,112,112
RU000A10DPM5,bonds,TQCB,1,TQCB,112,112
RU000A10DPS2,bonds,TQCB,1,TQCB,111,111
RU000A10DPT0,bonds,TQCB,1,TQCB,111,111
RU000A10DPV6,bonds,TQCB,1,TQCB,111,111
RU000A10DPW4,bonds,TQCB,1,TQCB,111,111
RU000A10DQ19,bonds,TQCB,1,TQCB,79,79
RU000A10DQ68,bonds,TQCB,1,TQCB,110,110
RU000A10DQA8,bonds,TQOY,1,TQOY,109,109
RU000A10DQB6,bonds,TQOY,1,TQOY,109,109
RU000A10DQK7,bonds,TQCB,1,TQCB,105,105
RU000A10DQL5,bonds,TQCB,1,TQCB,109,109
RU000A10DQM3,bonds,TQCB,1,TQCB,109,109
RU000A10DRE8,bonds,TQCB,1,TQCB,107,107
RU000A10DRF5,bonds,TQCB,1,TQCB,108,108
RU000A10DRV2,bonds,TQCB,1,TQCB,107,107
RU000A10DRX8,bonds,TQCB,1,TQCB,106,106
RU000A10DRZ3,bonds,TQCB,1,TQCB,106,106
RU000A10DS66,bonds,TQCB,1,TQCB,103,103
RU000A10DS74,bonds,TQCB,1,TQCB,103,103
RU000A10DSC0,bonds,TQCB,1,TQCB,103,103
RU000A10DSD8,bonds,TQCB,1,TQCB,103,103
RU000A10DSG1,bonds,TQCB,1,TQCB,105,105
RU000A10DSL1,bonds,TQCB,1,TQCB,105,105
RU000A10DSM9,bonds,TQCB,1,TQCB,105,105
RU000A10DSU2,bonds,TQCB,1,TQCB,104,104
RU000A10DSX6,bonds,TQCB,1,TQCB,104,104
RU000A10DSY4,bonds,TQCB,1,TQCB,104,104
RU000A10DT08,bonds,TQCB,1,TQCB,104,104
RU000A10DTA2,bonds,TQCB,1,TQCB,103,103
RU000A10DTB0,bonds,TQCB,1,TQCB,103,103
RU000A10DTF1,bonds,TQCB,1,TQCB,103,103
RU000A10DTG9,bonds,TQCB,1,TQCB,103,103
RU000A10DTP0,bonds,TQCB,1,TQCB,102,102
RU000A10DTQ8,bonds,TQCB,1,TQCB,102,102
RU000A10DTS4,bonds,TQCB,1,TQCB,102,102
RU000A10DTT2,bonds,TQCB,1,TQCB,102,102
RU000A10DTU0,bonds,TQCB,1,TQCB,102,102
RU000A10DTW6,bonds,TQCB,1,TQCB,102,102
RU000A10DUQ6,bonds,TQCB,1,TQCB,35,35
RU000A10DWF5,bonds,TQCB,1,TQCB,101,101
RU000A10DWP4,bonds,TQCB,1,TQCB,101,101
RU000A10DWQ2,bonds,TQCB,1,TQCB,101,101
RU000A10DWW0,bonds,TQCB,1,TQCB,100,100
RU000A10DXE6,bonds,TQCB,1,TQCB,63,63
RU000A10DXJ5,bonds,TQCB,1,TQCB,95,95
RU000A10DXL1,bonds,TQCB,1,TQCB,99,99
RU000A10DXM9,bonds,TQCB,1,TQCB,99,99
RU000A10DY01,bonds,TQCB,1,TQCB,95,95
RU000A10DY27,bonds,TQCB,1,TQCB,98,98
RU000A10DY35,bonds,TQCB,1,TQCB,98,98
RU000A10DY50,bonds,TQCB,1,TQCB,98,98
RU000A10DY76,bonds,TQCB,1,TQCB,98,98
RU000A10DY92,bonds,TQCB,1,TQCB,98,98
RU000A10DYB0,bonds,TQCB,1,TQCB,98,98
RU000A10DYC8,bonds,TQCB,1,TQCB,98,98
RU000A10DYG9,bonds,TQCB,1,TQCB,97,97
RU000A10DYH7,bonds,TQCB,1,TQCB,92,92
RU000A10DYJ3,bonds,TQCB,1,TQCB,82,82
RU000A10DYP0,bonds,TQCB,1,TQCB,96,96
RU000A10DYZ9,bonds,TQCB,1,TQCB,96,96
RU000A10DZH4,bonds,TQCB,1,TQCB,95,95
RU000A10DZK8,bonds,TQCB,1,TQCB,95,95
RU000A10DZL6,bonds,TQCB,1,TQCB,95,95
RU000A10DZN2,bonds,TQCB,1,TQCB,95,95
RU000A10DZT9,bonds,TQCB,1,TQCB,95,95
RU000A10DZU7,bonds,TQCB,1,TQCB,95,95
RU000A10DZW3,bonds,TQCB,1,TQCB,95,95
RU000A10E283,bonds,TQCB,1,TQCB,94,94
RU000A10E291,bonds,TQCB,1,TQCB,94,94
RU000A10E2B3,bonds,TQCB,1,TQCB,94,94
RU000A10E3T3,bonds,TQCB,1,TQCB,84,84
RU000A10E3Z0,bonds,TQCB,1,TQCB,68,68
RU000A10E4F0,bonds,TQCB,1,TQCB,82,82
RU000A10E4G8,bonds,TQCB,1,TQCB,82,82
RU000A10E4U9,bonds,TQCB,1,TQCB,80,80
RU000A10E4X3,bonds,TQCB,1,TQCB,80,80
RU000A10E4Y1,bonds,TQCB,1,TQCB,79,79
RU000A10E5C4,bonds,TQCB,1,TQCB,79,79
RU000A10E5S0,bonds,TQCB,1,TQCB,78,78
RU000A10E5V4,bonds,TQCB,1,TQCB,43,43
RU000A10E5X0,bonds,TQCB,1,TQCB,77,77
RU000A10E5Y8,bonds,TQCB,1,TQCB,77,77
RU000A10E630,bonds,TQCB,1,TQCB,76,76
RU000A10E655,bonds,TQCB,1,TQCB,76,76
RU000A10E6D0,bonds,TQCB,1,TQCB,75,75
RU000A10E6G3,bonds,TQCB,1,TQCB,74,74
RU000A10E6J7,bonds,TQCB,1,TQCB,74,74
RU000A10E6Q2,bonds,TQCB,1,TQCB,70,70
RU000A10E6S8,bonds,TQCB,1,TQCB,72,72
RU000A10E6T6,bonds,TQCB,1,TQCB,72,72
RU000A10E6U4,bonds,TQCB,1,TQCB,72,72
RU000A10E6V2,bonds,TQCB,1,TQCB,72,72
RU000A10E739,bonds,TQCB,1,TQCB,71,71
RU000A10E747,bonds,TQCB,1,TQCB,71,71
RU000A10E7D8,bonds,TQCB,1,TQCB,70,70
RU000A10E7G1,bonds,TQCB,1,TQCB,70,70
RU000A10E7K3,bonds,TQCB,1,TQCB,69,69
RU000A10E7M9,bonds,TQCB,1,TQCB,56,56
RU000A10E7N7,bonds,TQCB,1,TQCB,47,47
RU000A10E7Q0,bonds,TQCB,1,TQCB,69,69
RU000A10E7U2,bonds,TQCB,1,TQCB,67,67
RU000A10E7W8,bonds,TQCB,1,TQCB,68,68
RU000A10E7Y4,bonds,TQCB,1,TQCB,52,52
RU000A10E804,bonds,TQCB,1,TQCB,64,64
RU000A10E846,bonds,TQCB,1,TQCB,11,11
RU000A10E8N5,bonds,TQCB,1,TQCB,66,66
RU000A10E8P0,bonds,TQCB,1,TQCB,66,66
RU000A10E9M5,bonds,TQCB,1,TQCB,65,65
RU000A10E9V6,bonds,TQCB,1,TQCB,64,64
RU000A10E9Y0,bonds,TQCB,1,TQCB,64,64
RU000A10E9Z7,bonds,TQCB,1,TQCB,64,64
RU000A10EA08,bonds,TQCB,1,TQCB,64,64
RU000A10EA16,bonds,TQCB,1,TQCB,64,64
RU000A10EA32,bonds,TQCB,1,TQCB,64,64
RU000A10EA40,bonds,TQCB,1,TQCB,59,59
RU000A10EAB8,bonds,TQCB,1,TQCB,63,63
RU000A10EAC6,bonds,TQCB,1,TQCB,63,63
RU000A10EAM5,bonds,TQCB,1,TQCB,62,62
RU000A10EAQ6,bonds,TQCB,1,TQCB,62,62
RU000A10EAS2,bonds,TQCB,1,TQCB,62,62
RU000A10EB07,bonds,TQCB,1,TQCB,61,61
RU000A10EBE0,bonds,TQCB,1,TQCB,61,61
RU000A10EC14,bonds,TQCB,1,TQCB,59,59
RU000A10EC22,bonds,TQCB,1,TQCB,60,60
RU000A10EC48,bonds,TQCB,1,TQCB,60,60
RU000A10EC63,bonds,TQCB,1,TQCB,56,56
RU000A10ECA6,bonds,TQCB,1,TQCB,59,59
RU000A10ECK5,bonds,TQCB,1,TQCB,59,59
RU000A10ECM1,bonds,TQCB,1,TQCB,58,58
RU000A10ECW0,bonds,TQCB,1,TQCB,57,57
RU000A10ECX8,bonds,TQCB,1,TQCB,57,57
RU000A10ECY6,bonds,TQCB,1,TQCB,57,57
RU000A10ED62,bonds,TQCB,1,TQCB,56,56
RU000A10ED70,bonds,TQCB,1,TQCB,56,56
RU000A10EDA4,bonds,TQCB,1,TQCB,56,56
RU000A10EDB2,bonds,TQCB,1,TQCB,56,56
RU000A10EDV0,bonds,TQCB,1,TQCB,55,55
RU000A10EDW8,bonds,TQCB,1,TQCB,55,55
RU000A10EE87,bonds,TQCB,1,TQCB,55,55
RU000A10EEP0,bonds,TQCB,1,TQCB,53,53
RU000A10EER6,bonds,TQCB,1,TQCB,53,53
RU000A10EES4,bonds,TQCB,1,TQCB,53,53
RU000A10EEZ9,bonds,TQCB,1,TQCB,52,52
RU000A10EF11,bonds,TQCB,1,TQCB,52,52
RU000A10EF52,bonds,TQCB,1,TQCB,45,45
RU000A10EFW3,bonds,TQCB,1,TQCB,51,51
RU000A10EG28,bonds,TQCB,1,TQCB,50,50
RU000A10EG44,bonds,TQCB,1,TQCB,50,50
RU000A10EHB3,bonds,TQCB,1,TQCB,47,47
RU000A10EHC1,bonds,TQCB,1,TQCB,47,47
RU000A10EHJ6,bonds,TQCB,1,TQCB,47,47
RU000A10EJA1,bonds,TQCB,1,TQCB,46,46
RU000A10EJQ7,bonds,TQCB,1,TQCB,45,45
RU000A10EJR5,bonds,TQCB,1,TQCB,45,45
RU000A10EJZ8,bonds,TQCB,1,TQCB,44,44
RU000A10EK06,bonds,TQCB,1,TQCB,44,44
RU000A10EK48,bonds,TQCB,1,TQCB,34,34
RU000A10EK63,bonds,TQCB,1,TQCB,41,41
RU000A10EK71,bonds,TQCB,1,TQCB,44,44
RU000A10EKA9,bonds,TQCB,1,TQCB,19,19
RU000A10EKX1,bonds,TQCB,1,TQCB,43,43
RU000A10EKY9,bonds,TQCB,1,TQCB,43,43
