secid,market,chosen_boardid,n_boards,all_boards,chosen_board_nobs,max_board_nobs
RU000A104UA4,bonds,TQCB,1,TQCB,1009,1009
RU000A104UV0,bonds,TQCB,1,TQCB,1005,1005
RU000A104V00,bonds,TQCB,1,TQCB,1003,1003
RU000A104V26,bonds,TQCB,1,TQCB,1003,1003
RU000A104V75,bonds,TQCB,1,TQCB,1002,1002
RU000A104W17,bonds,TQCB,1,TQCB,994,994
RU000A104W33,bonds,TQCB,1,TQCB,994,994
RU000A104WF9,bonds,TQCB,1,TQCB,991,991
RU000A104WJ1,bonds,TQCB,1,TQCB,990,990
RU000A104WZ7,bonds,TQCB,1,TQCB,987,987
RU000A104X32,bonds,TQCB,1,TQCB,986,986
RU000A104XE0,bonds,TQCB,1,TQCB,984,984
RU000A104XJ9,bonds,TQCB,1,TQCB,984,984
RU000A1056S4,bonds,TQCB,1,TQCB,926,926
RU000A104XR2,bonds,TQCB,1,TQCB,982,982
RU000A104Y15,bonds,TQCB,1,TQCB,979,979
RU000A104Z48,bonds,TQCB,1,TQCB,972,972
RU000A104Z71,bonds,TQCB,1,TQCB,972,972
RU000A104ZU1,bonds,TQCB,1,TQCB,363,363
RU000A105054,bonds,TQCB,1,TQCB,964,964
RU000A105104,bonds,TQCB,1,TQCB,963,963
RU000A105112,bonds,TQCB,1,TQCB,963,963
RU000A105146,bonds,TQCB,1,TQCB,943,943
RU000A1052C7,bonds,TQCB,1,TQCB,720,720
RU000A1053H4,bonds,TQCB,1,TQCB,953,953
RU000A1053P7,bonds,TQCB,1,TQCB,952,952
RU000A105492,bonds,TQCB,1,TQCB,949,949
RU000A1054W1,bonds,TQCB,1,TQCB,944,944
RU000A105559,bonds,TQCB,1,TQCB,943,943
RU000A1055Y4,bonds,TQCB,1,TQCB,938,938
RU000A1056T2,bonds,TQCB,1,TQCB,932,932
RU000A1056U0,bonds,TQCB,1,TQCB,921,921
RU000A1057B8,bonds,TQCB,1,TQCB,930,930
RU000A1057D4,bonds,TQCB,1,TQCB,931,931
RU000A1057P8,bonds,TQCB,1,TQCB,929,929
RU000A1057S2,bonds,TQOY,1,TQOY,929,929
RU000A105898,bonds,TQCB,1,TQCB,648,648
RU000A1058R2,bonds,TQCB,1,TQCB,920,920
RU000A1059N9,bonds,TQCB,1,TQCB,896,896
RU000A1059P4,bonds,TQCB,1,TQCB,897,897
RU000A1059Q2,bonds,TQCB,1,TQCB,895,895
RU000A1059R0,bonds,TQCB,1,TQCB,899,899
RU000A105A04,bonds,TQCB,1,TQCB,900,900
RU000A105A87,bonds,TQCB,1,TQCB,895,895
RU000A105A95,bonds,TQCB,1,TQCB,906,906
RU000A105AV9,bonds,TQCB,1,TQCB,887,887
RU000A105BY1,bonds,TQCB,1,TQCB,892,892
RU000A105CM4,bonds,TQCB,1,TQCB,899,899
RU000A105DL4,bonds,TQCB,1,TQCB,895,895
RU000A105DN0,bonds,TQCB,1,TQCB,562,562
RU000A105DR1,bonds,TQCB,1,TQCB,895,895
RU000A105DS9,bonds,TQCB,1,TQCB,779,779
RU000A105EV1,bonds,TQCB,1,TQCB,892,892
RU000A105EW9,bonds,TQCB,1,TQCB,893,893
RU000A105FM7,bonds,TQCB,1,TQCB,886,886
RU000A105GN3,bonds,TQCB,1,TQCB,861,861
RU000A105GW4,bonds,TQCB,1,TQCB,883,883
RU000A105H23,bonds,TQCB,1,TQCB,884,884
RU000A105H98,bonds,TQCB,1,TQCB,882,882
RU000A105HH3,bonds,TQCB,1,TQCB,880,880
RU000A105JF3,bonds,TQCB,1,TQCB,654,654
RU000A105JH9,bonds,TQCB,1,TQCB,872,872
RU000A105JT4,bonds,TQCB,1,TQCB,869,869
RU000A105KB0,bonds,TQCB,1,TQCB,875,875
RU000A105KR6,bonds,TQCB,1,TQCB,875,875
RU000A105KU0,bonds,TQCB,1,TQCB,865,865
RU000A105KW6,bonds,TQCB,1,TQCB,874,874
RU000A105L27,bonds,TQCB,1,TQCB,874,874
RU000A105LN3,bonds,TQCB,1,TQCB,703,703
RU000A105LS2,bonds,TQCB,1,TQCB,870,870
RU000A105M59,bonds,TQCB,1,TQCB,868,868
RU000A105M91,bonds,TQCB,1,TQCB,867,867
RU000A105MN1,bonds,TQCB,1,TQCB,866,866
RU000A105MP6,bonds,TQCB,1,TQCB,864,864
RU000A105N25,bonds,TQCB,1,TQCB,363,363
RU000A105NB4,bonds,TQCB,1,TQCB,863,863
RU000A105ND0,bonds,TQCB,1,TQCB,863,863
RU000A105NK5,bonds,TQCB,1,TQCB,863,863
RU000A105NL3,bonds,TQOY,1,TQOY,863,863
RU000A105NN9,bonds,TQCB,1,TQCB,763,763
RU000A105NP4,bonds,TQCB,1,TQCB,650,650
RU000A105NT6,bonds,TQCB,1,TQCB,862,862
RU000A105NZ3,bonds,TQCB,1,TQCB,648,648
RU000A105P72,bonds,TQCB,1,TQCB,846,846
RU000A105PH6,bonds,TQCB,1,TQCB,860,860
RU000A105PJ2,bonds,TQCB,1,TQCB,791,791
RU000A105QW3,bonds,TQCB,1,TQCB,841,841
RU000A105QX1,bonds,TQCB,1,TQCB,842,842
RU000A105R62,bonds,TQCB,1,TQCB,839,839
RU000A105RF6,bonds,TQCB,1,TQCB,844,844
RU000A105RH2,bonds,TQCB,1,TQCB,838,838
RU000A105RZ4,bonds,TQCB,1,TQCB,831,831
RU000A105SG2,bonds,TQCB,1,TQCB,828,828
RU000A105SK4,bonds,TQCB,1,TQCB,836,836
RU000A105SP3,bonds,TQCB,1,TQCB,833,833
RU000A105TP1,bonds,TQCB,1,TQCB,829,829
RU000A105TY3,bonds,TQCB,1,TQCB,828,828
RU000A105UC7,bonds,TQCB,1,TQCB,824,824
RU000A105VC5,bonds,TQCB,1,TQCB,823,823
RU000A105VQ5,bonds,TQCB,1,TQCB,797,797
RU000A105VU7,bonds,TQCB,1,TQCB,820,820
RU000A105W08,bonds,TQCB,1,TQCB,815,815
RU000A105W81,bonds,TQCB,1,TQCB,815,815
RU000A105WK6,bonds,TQCB,1,TQCB,637,637
RU000A105WP5,bonds,TQCB,1,TQCB,814,814
RU000A105WZ4,bonds,TQCB,1,TQCB,812,812
RU000A105X80,bonds,TQCB,1,TQCB,811,811
RU000A105XA5,bonds,TQCB,1,TQCB,801,801
RU000A105XE7,bonds,TQCB,1,TQCB,810,810
RU000A105XG2,bonds,TQCB,1,TQCB,809,809
RU000A105YB1,bonds,TQCB,1,TQCB,806,806
RU000A105YH8,bonds,TQCB,1,TQCB,806,806
RU000A105YK2,bonds,TQCB,1,TQCB,698,698
RU000A105ZC6,bonds,TQOY,1,TQOY,803,803
RU000A106037,bonds,TQCB,1,TQCB,799,799
RU000A106169,bonds,TQCB,1,TQCB,731,731
RU000A1061K1,bonds,TQCB,1,TQCB,793,793
RU000A1062J1,bonds,TQCB,1,TQCB,784,784
RU000A1062M5,bonds,TQCB,1,TQCB,790,790
RU000A1069H0,bonds,TQCB,1,TQCB,696,696
RU000A106375,bonds,TQCB,1,TQCB,787,787
RU000A1064G3,bonds,TQCB,1,TQCB,783,783
RU000A1064L3,bonds,TQCB,1,TQCB,776,776
RU000A1064Y6,bonds,TQCB,1,TQCB,649,649
RU000A106565,bonds,TQCB,1,TQCB,780,780
RU000A1065R7,bonds,TQCB,1,TQCB,701,701
RU000A1065Y3,bonds,TQCB,1,TQCB,776,776
RU000A106607,bonds,TQCB,1,TQCB,776,776
RU000A106631,bonds,TQCB,1,TQCB,776,776
RU000A106672,bonds,TQCB,1,TQCB,776,776
RU000A1067H4,bonds,TQCB,1,TQCB,768,768
RU000A1067N2,bonds,TQCB,1,TQCB,407,407
RU000A1068S9,bonds,TQCB,1,TQCB,763,763
RU000A1068T7,bonds,TQCB,1,TQCB,757,757
RU000A106938,bonds,TQCB,1,TQCB,760,760
RU000A106946,bonds,TQCB,1,TQCB,761,761
RU000A106987,bonds,TQCB,1,TQCB,760,760
RU000A107C75,bonds,TQCB,1,TQCB,557,557
RU000A1069N8,bonds,TQCB,1,TQCB,759,759
RU000A1069P3,bonds,TQCB,1,TQCB,754,754
RU000A106A86,bonds,TQCB,1,TQCB,757,757
RU000A106A94,bonds,TQCB,1,TQCB,755,755
RU000A106AH6,bonds,TQCB,1,TQCB,756,756
RU000A106AK0,bonds,TQCB,1,TQCB,754,754
RU000A106AT1,bonds,TQCB,1,TQCB,755,755
RU000A106AU9,bonds,TQCB,1,TQCB,755,755
RU000A106B51,bonds,TQCB,1,TQCB,363,363
RU000A106C50,bonds,TQCB,1,TQCB,750,750
RU000A106C92,bonds,TQCB,1,TQCB,750,750
RU000A106CA7,bonds,TQCB,1,TQCB,749,749
RU000A106CJ8,bonds,TQCB,1,TQCB,363,363
RU000A106CL4,bonds,TQCB,1,TQCB,739,739
RU000A106CM2,bonds,TQCB,1,TQCB,748,748
RU000A106CR1,bonds,TQCB,1,TQCB,747,747
RU000A106CU5,bonds,TQCB,1,TQCB,747,747
RU000A106D18,bonds,TQCB,1,TQCB,746,746
RU000A106D59,bonds,TQCB,1,TQCB,744,744
RU000A106DK4,bonds,TQCB,1,TQCB,363,363
RU000A106DP3,bonds,TQCB,1,TQCB,743,743
RU000A106DV1,bonds,TQCB,1,TQCB,742,742
RU000A106EM8,bonds,TQCB,1,TQCB,738,738
RU000A106EP1,bonds,TQCB,1,TQCB,738,738
RU000A106EV9,bonds,TQCB,1,TQCB,737,737
RU000A106EZ0,bonds,TQCB,1,TQCB,733,733
RU000A106F08,bonds,TQCB,1,TQCB,736,736
RU000A106FM5,bonds,TQCB,1,TQCB,734,734
RU000A106FN3,bonds,TQCB,1,TQCB,734,734
RU000A106FR4,bonds,TQCB,1,TQCB,734,734
RU000A106FT0,bonds,TQCB,1,TQCB,731,731
RU000A106FV6,bonds,TQCB,1,TQCB,733,733
RU000A106FW4,bonds,TQCB,1,TQCB,733,733
RU000A106G56,bonds,TQCB,1,TQCB,722,722
RU000A106GB6,bonds,TQCB,1,TQCB,731,731
RU000A106GC4,bonds,TQCB,1,TQCB,687,687
RU000A106GY8,bonds,TQCB,1,TQCB,729,729
RU000A106HB4,bonds,TQCB,1,TQCB,729,729
RU000A106HF5,bonds,TQCB,1,TQCB,727,727
RU000A106J04,bonds,TQCB,1,TQCB,363,363
RU000A106J38,bonds,TQCB,1,TQCB,725,725
RU000A106J61,bonds,TQCB,1,TQCB,726,726
RU000A106JC8,bonds,TQCB,1,TQCB,363,363
RU000A106JX4,bonds,TQCB,1,TQCB,723,723
RU000A106JZ9,bonds,TQCB,1,TQCB,723,723
RU000A106K27,bonds,TQCB,1,TQCB,500,500
RU000A106K43,bonds,TQCB,1,TQCB,722,722
RU000A106KT0,bonds,TQCB,1,TQCB,363,363
RU000A106L67,bonds,TQCB,1,TQCB,717,717
RU000A106LL5,bonds,TQCB,1,TQCB,716,716
RU000A106M41,bonds,TQCB,1,TQCB,681,681
RU000A106MQ2,bonds,TQCB,1,TQCB,710,710
RU000A106MS8,bonds,TQCB,1,TQCB,712,712
RU000A106MV2,bonds,TQCB,1,TQCB,711,711
RU000A106MW0,bonds,TQCB,1,TQCB,711,711
RU000A106NT4,bonds,TQCB,1,TQCB,380,380
RU000A106P06,bonds,TQCB,1,TQCB,708,708
RU000A106P63,bonds,TQCB,1,TQCB,704,704
RU000A106P97,bonds,TQCB,1,TQCB,689,689
RU000A106PW3,bonds,TQCB,1,TQCB,701,701
RU000A106PY9,bonds,TQCB,1,TQCB,705,705
RU000A106Q47,bonds,TQCB,1,TQCB,363,363
RU000A106R12,bonds,TQCB,1,TQCB,593,593
RU000A106R53,bonds,TQCB,1,TQCB,700,700
RU000A106R79,bonds,TQCB,1,TQCB,699,699
RU000A106R95,bonds,TQCB,1,TQCB,698,698
RU000A106RB3,bonds,TQCB,1,TQCB,698,698
RU000A106RJ6,bonds,TQCB,1,TQCB,697,697
RU000A106RR9,bonds,TQCB,1,TQCB,696,696
RU000A106RS7,bonds,TQCB,1,TQCB,696,696
RU000A106RT5,bonds,TQCB,1,TQCB,696,696
RU000A106S29,bonds,TQCB,1,TQCB,693,693
RU000A106S37,bonds,TQCB,1,TQCB,693,693
RU000A106S52,bonds,TQCB,1,TQCB,693,693
RU000A106SE5,bonds,TQCB,1,TQCB,363,363
RU000A106SF2,bonds,TQCB,1,TQCB,692,692
RU000A106SL0,bonds,TQCB,1,TQCB,691,691
RU000A106SM8,bonds,TQCB,1,TQCB,690,690
RU000A106SP1,bonds,TQCB,1,TQCB,691,691
RU000A106SQ9,bonds,TQCB,1,TQCB,690,690
RU000A106T85,bonds,TQCB,1,TQCB,689,689
RU000A106TM6,bonds,TQCB,1,TQCB,688,688
RU000A106TR5,bonds,TQCB,1,TQCB,650,650
RU000A106TV7,bonds,TQCB,1,TQCB,570,570
RU000A106U33,bonds,TQCB,1,TQCB,373,373
RU000A106U90,bonds,TQCB,1,TQCB,684,684
RU000A106UA9,bonds,TQCB,1,TQCB,588,588
RU000A106UB7,bonds,TQCB,1,TQCB,684,684
RU000A106UK8,bonds,TQCB,1,TQCB,363,363
RU000A106UL6,bonds,TQCB,1,TQCB,683,683
RU000A106UW3,bonds,TQCB,1,TQCB,683,683
RU000A106VN0,bonds,TQCB,1,TQCB,681,681
RU000A106VS9,bonds,TQCB,1,TQCB,170,170
RU000A106VV3,bonds,TQCB,1,TQCB,680,680
RU000A106W49,bonds,TQCB,1,TQCB,363,363
RU000A106WW9,bonds,TQCB,1,TQCB,676,676
RU000A106WZ2,bonds,TQCB,1,TQCB,676,676
RU000A106XD7,bonds,TQCB,1,TQCB,659,659
RU000A106XJ4,bonds,TQCB,1,TQCB,674,674
RU000A106XT3,bonds,TQCB,1,TQCB,672,672
RU000A106Y70,bonds,TQCB,1,TQCB,671,671
RU000A106Y88,bonds,TQCB,1,TQCB,363,363
RU000A106YD5,bonds,TQCB,1,TQCB,670,670
RU000A106YE3,bonds,TQCB,1,TQCB,670,670
RU000A106YH6,bonds,TQCB,1,TQCB,670,670
RU000A106YL8,bonds,TQCB,1,TQCB,669,669
RU000A106YN4,bonds,TQCB,1,TQCB,363,363
RU000A106Z38,bonds,TQCB,1,TQCB,666,666
RU000A106Z46,bonds,TQCB,1,TQCB,666,666
RU000A106ZL5,bonds,TQCB,1,TQCB,664,664
RU000A106ZP6,bonds,TQCB,1,TQCB,656,656
RU000A106ZQ4,bonds,TQCB,1,TQCB,664,664
RU000A106ZU6,bonds,TQCB,1,TQCB,660,660
RU000A107050,bonds,TQCB,1,TQCB,661,661
RU000A107076,bonds,TQCB,1,TQCB,661,661
RU000A107084,bonds,TQCB,1,TQCB,661,661
RU000A1070A3,bonds,TQCB,1,TQCB,660,660
RU000A1070G0,bonds,TQCB,1,TQCB,363,363
RU000A1070L0,bonds,TQCB,1,TQCB,658,658
RU000A1070X5,bonds,TQCB,1,TQCB,657,657
RU000A1071Q7,bonds,TQCB,1,TQCB,655,655
RU000A1071U9,bonds,TQCB,1,TQCB,655,655
RU000A1071Z8,bonds,TQCB,1,TQCB,654,654
RU000A107209,bonds,TQCB,1,TQCB,654,654
RU000A107217,bonds,TQCB,1,TQCB,654,654
RU000A107225,bonds,TQCB,1,TQCB,654,654
RU000A107407,bonds,TQCB,1,TQCB,597,597
RU000A107456,bonds,TQCB,1,TQCB,652,652
RU000A107480,bonds,TQCB,1,TQCB,652,652
RU000A1074E7,bonds,TQCB,1,TQCB,363,363
RU000A1074F4,bonds,TQCB,1,TQCB,363,363
RU000A1074N8,bonds,TQCB,1,TQCB,650,650
RU000A1075E4,bonds,TQCB,1,TQCB,646,646
RU000A1075J3,bonds,TQCB,1,TQCB,645,645
RU000A1075R6,bonds,TQCB,1,TQCB,644,644
RU000A1075S4,bonds,TQCB,1,TQCB,644,644
RU000A107605,bonds,TQCB,1,TQCB,641,641
RU000A1076A0,bonds,TQCB,1,TQCB,363,363
RU000A107720,bonds,TQCB,1,TQCB,636,636
RU000A107738,bonds,TQCB,1,TQCB,629,629
RU000A107746,bonds,TQCB,1,TQCB,626,626
RU000A107795,bonds,TQCB,1,TQCB,363,363
RU000A1077U6,bonds,TQCB,1,TQCB,633,633
RU000A1077V4,bonds,TQCB,1,TQCB,634,634
RU000A1077X0,bonds,TQCB,1,TQCB,634,634
RU000A1078H1,bonds,TQCB,1,TQCB,631,631
RU000A1078K5,bonds,TQCB,1,TQCB,631,631
RU000A1078S8,bonds,TQCB,1,TQCB,630,630
RU000A1078X8,bonds,TQCB,1,TQCB,629,629
RU000A1078Y6,bonds,TQCB,1,TQCB,593,593
RU000A107936,bonds,TQCB,1,TQCB,628,628
RU000A1079G1,bonds,TQCB,1,TQCB,363,363
RU000A1079H9,bonds,TQCB,1,TQCB,363,363
RU000A1079S6,bonds,TQCB,1,TQCB,626,626
RU000A107A28,bonds,TQCB,1,TQCB,626,626
RU000A107A93,bonds,TQCB,1,TQCB,363,363
RU000A107AG6,bonds,TQCB,1,TQCB,621,621
RU000A107AJ0,bonds,TQCB,1,TQCB,621,621
RU000A107AM4,bonds,TQCB,1,TQCB,624,624
RU000A107AS1,bonds,TQCB,1,TQCB,603,603
RU000A107AU7,bonds,TQCB,1,TQCB,624,624
RU000A107AW3,bonds,TQCB,1,TQCB,623,623
RU000A107AZ6,bonds,TQCB,1,TQCB,363,363
RU000A107B19,bonds,TQCB,1,TQCB,623,623
RU000A107B35,bonds,TQCB,1,TQCB,623,623
RU000A107B43,bonds,TQCB,1,TQCB,616,616
RU000A107B84,bonds,TQCB,1,TQCB,614,614
RU000A107BH2,bonds,TQCB,1,TQCB,621,621
RU000A107BP5,bonds,TQCB,1,TQCB,620,620
RU000A107C00,bonds,TQCB,1,TQCB,619,619
RU000A107C34,bonds,TQCB,1,TQCB,619,619
RU000A107C59,bonds,TQCB,1,TQCB,611,611
RU000A107C67,bonds,TQCB,1,TQCB,610,610
RU000A107C91,bonds,TQCB,1,TQCB,618,618
RU000A107CG2,bonds,TQCB,1,TQCB,616,616
RU000A107CM0,bonds,TQCB,1,TQCB,609,609
RU000A107CX7,bonds,TQCB,1,TQCB,609,609
RU000A107D33,bonds,TQCB,1,TQCB,614,614
RU000A107D58,bonds,TQCB,1,TQCB,608,608
RU000A107DM8,bonds,TQCB,1,TQCB,614,614
RU000A107DP1,bonds,TQCB,1,TQCB,614,614
RU000A107DR7,bonds,TQCB,1,TQCB,503,503
RU000A107DS5,bonds,TQCB,1,TQCB,612,612
RU000A107E81,bonds,TQCB,1,TQCB,612,612
RU000A107E99,bonds,TQCB,1,TQCB,604,604
RU000A107EA1,bonds,TQCB,1,TQCB,610,610
RU000A107EC7,bonds,TQCB,1,TQCB,612,612
RU000A107EE3,bonds,TQCB,1,TQCB,611,611
RU000A107EL8,bonds,TQCB,1,TQCB,571,571
RU000A107EP9,bonds,TQCB,1,TQCB,611,611
RU000A107ET1,bonds,TQCB,1,TQCB,611,611
RU000A107EW5,bonds,TQCB,1,TQCB,363,363
RU000A107PU5,bonds,TQCB,1,TQCB,582,582
RU000A107F07,bonds,TQCB,1,TQCB,610,610
RU000A107F49,bonds,TQCB,1,TQCB,610,610
RU000A107FG5,bonds,TQCB,1,TQCB,561,561
RU000A107FN1,bonds,TQCB,1,TQCB,609,609
RU000A107Q95,bonds,TQCB,1,TQCB,481,481
RU000A107FZ5,bonds,TQCB,1,TQCB,608,608
RU000A107G22,bonds,TQCB,1,TQCB,608,608
RU000A107G55,bonds,TQCB,1,TQCB,604,604
RU000A107G63,bonds,TQCB,1,TQCB,363,363
RU000A107GC2,bonds,TQCB,1,TQCB,608,608
RU000A107GG3,bonds,TQCB,1,TQCB,334,334
RU000A107GJ7,bonds,TQCB,1,TQCB,607,607
RU000A107GL3,bonds,TQCB,1,TQCB,586,586
RU000A107GM1,bonds,TQCB,1,TQCB,596,596
RU000A107GT6,bonds,TQCB,1,TQCB,606,606
RU000A107GU4,bonds,TQCB,1,TQCB,363,363
RU000A107GV2,bonds,TQCB,1,TQCB,606,606
RU000A107GX8,bonds,TQCB,1,TQCB,606,606
RU000A107HG1,bonds,TQCB,1,TQCB,604,604
RU000A107HH9,bonds,TQCB,1,TQCB,604,604
RU000A107HR8,bonds,TQCB,1,TQCB,604,604
RU000A107JN3,bonds,TQCB,1,TQCB,587,587
RU000A107KR2,bonds,TQCB,1,TQCB,363,363
RU000A107L82,bonds,TQCB,1,TQCB,580,580
RU000A107M32,bonds,TQCB,1,TQCB,588,588
RU000A107NJ3,bonds,TQCB,1,TQCB,585,585
RU000A107P47,bonds,TQCB,1,TQCB,585,585
RU000A107P62,bonds,TQCB,1,TQCB,584,584
RU000A107PW1,bonds,TQCB,1,TQCB,363,363
RU000A107Q12,bonds,TQCB,1,TQCB,552,552
RU000A107Q20,bonds,TQCB,1,TQCB,515,515
RU000A107QL2,bonds,TQCB,1,TQCB,579,579
RU000A107QM0,bonds,TQCB,1,TQCB,579,579
RU000A107R29,bonds,TQCB,1,TQCB,578,578
RU000A107RH8,bonds,TQCB,1,TQCB,577,577
RU000A107RZ0,bonds,TQCB,1,TQCB,575,575
RU000A107S10,bonds,TQCB,1,TQCB,575,575
RU000A107S85,bonds,TQCB,1,TQCB,363,363
RU000A107SA1,bonds,TQCB,1,TQCB,573,573
RU000A107SG8,bonds,TQCB,1,TQCB,571,571
RU000A107SM6,bonds,TQCB,1,TQCB,571,571
RU000A107ST1,bonds,TQCB,1,TQCB,570,570
RU000A107SX3,bonds,TQCB,1,TQCB,569,569
RU000A107T27,bonds,TQCB,1,TQCB,569,569
RU000A107TB7,bonds,TQCB,1,TQCB,568,568
RU000A107TD3,bonds,TQCB,1,TQCB,568,568
RU000A107TH4,bonds,TQCB,1,TQCB,567,567
RU000A107TK8,bonds,TQCB,1,TQCB,563,563
RU000A107TT9,bonds,TQCB,1,TQCB,567,567
RU000A107U65,bonds,TQCB,1,TQCB,363,363
RU000A107UA7,bonds,TQCB,1,TQCB,559,559
RU000A107UB5,bonds,TQCB,1,TQCB,564,564
RU000A107UU5,bonds,TQCB,1,TQCB,557,557
RU000A107UW1,bonds,TQCB,1,TQCB,563,563
RU000A107UX9,bonds,TQCB,1,TQCB,563,563
RU000A107VV1,bonds,TQCB,1,TQCB,550,550
RU000A107VZ2,bonds,TQCB,1,TQCB,266,266
RU000A107W06,bonds,TQCB,1,TQCB,557,557
RU000A107W48,bonds,TQCB,1,TQCB,561,561
RU000A107W55,bonds,TQCB,1,TQCB,561,561
RU000A107W71,bonds,TQCB,1,TQCB,363,363
RU000A107WD7,bonds,TQCB,1,TQCB,363,363
RU000A107WF2,bonds,TQCB,1,TQCB,559,559
RU000A107WL0,bonds,TQCB,1,TQCB,555,555
RU000A107X96,bonds,TQCB,1,TQCB,535,535
RU000A107XA1,bonds,TQCB,1,TQCB,460,460
RU000A107XB9,bonds,TQCB,1,TQCB,452,452
RU000A107XC7,bonds,TQCB,1,TQCB,415,415
RU000A107XD5,bonds,TQCB,1,TQCB,106,106
RU000A107YT9,bonds,TQCB,1,TQCB,555,555
RU000A1082G5,bonds,TQCB,1,TQCB,550,550
RU000A1082K7,bonds,TQCB,1,TQCB,363,363
RU000A1082M3,bonds,TQCB,1,TQCB,363,363
RU000A1082Q4,bonds,TQCB,1,TQCB,488,488
RU000A1082W2,bonds,TQCB,1,TQCB,547,547
RU000A1082X0,bonds,TQCB,1,TQCB,547,547
RU000A1082Y8,bonds,TQCB,1,TQCB,537,537
RU000A108314,bonds,TQCB,1,TQCB,115,115
RU000A1083A6,bonds,TQCB,1,TQCB,545,545
RU000A1083N9,bonds,TQOY,1,TQOY,544,544
RU000A1083U4,bonds,TQCB,1,TQCB,543,543
RU000A1083V2,bonds,TQCB,1,TQCB,543,543
RU000A1083W0,bonds,TQCB,1,TQCB,543,543
RU000A1083X8,bonds,TQCB,1,TQCB,543,543
RU000A108405,bonds,TQCB,1,TQCB,543,543
RU000A108447,bonds,TQCB,1,TQCB,542,542
RU000A108462,bonds,TQCB,1,TQCB,363,363
RU000A1084B2,bonds,TQCB,1,TQCB,542,542
RU000A1084E6,bonds,TQCB,1,TQCB,542,542
RU000A1084F3,bonds,TQCB,1,TQCB,285,285
RU000A1084J5,bonds,TQCB,1,TQCB,240,240
RU000A1084K3,bonds,TQCB,1,TQCB,12,12
RU000A1084M9,bonds,TQCB,1,TQCB,195,195
RU000A1084N7,bonds,TQCB,1,TQCB,542,542
RU000A1084Q0,bonds,TQCB,1,TQCB,499,499
RU000A1085A1,bonds,TQCB,1,TQCB,522,522
RU000A1086N2,bonds,TQCB,1,TQCB,524,524
RU000A108777,bonds,TQCB,1,TQCB,525,525
RU000A1087A7,bonds,TQCB,1,TQCB,535,535
RU000A1087C3,bonds,TQCB,1,TQCB,528,528
RU000A1087F6,bonds,TQCB,1,TQCB,533,533
RU000A1087G4,bonds,TQCB,1,TQCB,363,363
RU000A1087J8,bonds,TQCB,1,TQCB,535,535
RU000A108991,bonds,TQCB,1,TQCB,533,533
RU000A1089A3,bonds,TQCB,1,TQCB,533,533
RU000A1089G0,bonds,TQCB,1,TQCB,532,532
RU000A1089K2,bonds,TQCB,1,TQCB,532,532
RU000A1089L0,bonds,TQCB,1,TQCB,532,532
RU000A1089U1,bonds,TQCB,1,TQCB,481,481
RU000A1089W7,bonds,TQCB,1,TQCB,488,488
RU000A1089X5,bonds,TQCB,1,TQCB,488,488
RU000A108A19,bonds,TQCB,1,TQCB,529,529
RU000A108AJ8,bonds,TQCB,1,TQCB,528,528
RU000A108AK6,bonds,TQCB,1,TQCB,363,363
RU000A108AL4,bonds,TQCB,1,TQCB,528,528
RU000A108B83,bonds,TQCB,1,TQCB,363,363
RU000A108BD9,bonds,TQCB,1,TQCB,510,510
RU000A108BQ1,bonds,TQCB,1,TQCB,523,523
RU000A108BX7,bonds,TQCB,1,TQCB,523,523
RU000A108C17,bonds,TQCB,1,TQCB,523,523
RU000A108C33,bonds,TQCB,1,TQCB,477,477
RU000A108C41,bonds,TQCB,1,TQCB,373,373
RU000A108C58,bonds,TQCB,1,TQCB,522,522
RU000A108C74,bonds,TQCB,1,TQCB,522,522
RU000A108CC9,bonds,TQCB,1,TQCB,522,522
RU000A108CE5,bonds,TQCB,1,TQCB,521,521
RU000A108CG0,bonds,TQCB,1,TQCB,474,474
RU000A108CH8,bonds,TQCB,1,TQCB,155,155
RU000A108D81,bonds,TQCB,1,TQCB,518,518
RU000A108DE3,bonds,TQCB,1,TQCB,517,517
RU000A108DH6,bonds,TQCB,1,TQCB,433,433
RU000A108DP9,bonds,TQCB,1,TQCB,516,516
RU000A108E80,bonds,TQCB,1,TQCB,511,511
RU000A108F63,bonds,TQCB,1,TQCB,363,363
RU000A108FC2,bonds,TQCB,1,TQCB,503,503
RU000A108FE8,bonds,TQCB,1,TQCB,363,363
RU000A108FG3,bonds,TQCB,1,TQCB,509,509
RU000A108FS8,bonds,TQCB,1,TQCB,506,506
RU000A108FX8,bonds,TQCB,1,TQCB,506,506
RU000A108G05,bonds,TQCB,1,TQCB,506,506
RU000A108G70,bonds,TQCB,1,TQCB,505,505
RU000A108GL1,bonds,TQCB,1,TQCB,504,504
RU000A108GM9,bonds,TQCB,1,TQCB,504,504
RU000A108GN7,bonds,TQCB,1,TQCB,504,504
RU000A108GR8,bonds,TQCB,1,TQCB,504,504
RU000A108JC4,bonds,TQCB,1,TQCB,490,490
RU000A108JD2,bonds,TQCB,1,TQCB,482,482
RU000A108JH3,bonds,TQCB,1,TQCB,503,503
RU000A108JQ4,bonds,TQCB,1,TQCB,493,493
RU000A108JV4,bonds,TQCB,1,TQCB,501,501
RU000A108KK5,bonds,TQCB,1,TQCB,499,499
RU000A108KT6,bonds,TQCB,1,TQCB,498,498
RU000A108KU4,bonds,TQCB,1,TQCB,498,498
RU000A108KV2,bonds,TQCB,1,TQCB,498,498
