market,period,window,horizon,tail_prob,spec_name,dependent,spec,n_obs,r2,adj_r2,aic,bic,param,coef,std_err_hac,t_hac,pvalue_hac
shares,baseline_2018,504,63,0.025,full,future_es,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.24405403020229588,0.1377491281994937,-264.65367613313344,-241.61302520109174,regime_covid,-0.020587308821385174,0.02393908670909039,-0.8599872280661215,0.38979608289833856
shares,baseline_2018,504,63,0.025,full,future_es,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.24405403020229588,0.1377491281994937,-264.65367613313344,-241.61302520109174,regime_2022_2023,0.07563151820390152,0.051964214274104706,1.455453897656467,0.14554364448935253
shares,baseline_2018,504,63,0.025,full,future_es,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.24405403020229588,0.1377491281994937,-264.65367613313344,-241.61302520109174,regime_post_2024,-0.03405580948331201,0.08216629154139868,-0.4144742186174159,0.6785268443665553
shares,baseline_2018,504,63,0.025,full,future_es,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.24405403020229588,0.1377491281994937,-264.65367613313344,-241.61302520109174,near_2022_trade_break,-0.00799664656295469,0.019727334853258935,-0.40535868744751663,0.6852138734905295
shares,baseline_2018,504,63,0.025,dq_only,future_var,dq_es,74,0.01113965036541087,-0.0025945211572917515,-399.85986942440593,-395.2517392379976,const,0.028957455007634813,0.004604110727673271,6.28947840754228,3.185344078702444e-10
shares,baseline_2018,504,63,0.025,dq_only,future_var,dq_es,74,0.01113965036541087,-0.0025945211572917515,-399.85986942440593,-395.2517392379976,dq_es,-0.008161580916412173,0.010020198870619737,-0.8145128676380641,0.41535120372469514
shares,baseline_2018,504,63,0.025,dr_only,future_var,dr_es_concentration,74,0.06512118679702761,0.05213675883587521,-404.013948868703,-399.40581868229464,const,0.062409508739287134,0.015725979513085853,3.968560984538682,7.230795374061227e-05
shares,baseline_2018,504,63,0.025,dr_only,future_var,dr_es_concentration,74,0.06512118679702761,0.05213675883587521,-404.013948868703,-399.40581868229464,dr_es_concentration,-0.053186281797280605,0.022853625791651948,-2.3272579275673917,0.019951541568486327
shares,baseline_2018,504,63,0.025,dq_dr,future_var,dq_es+dr_es_concentration,74,0.07726484676855017,0.0512723072409037,-402.9814735057796,-396.0692782261671,const,0.07421516248258182,0.016044685402900043,4.625529302629243,3.7364297431359707e-06
shares,baseline_2018,504,63,0.025,dq_dr,future_var,dq_es+dr_es_concentration,74,0.07726484676855017,0.0512723072409037,-402.9814735057796,-396.0692782261671,dq_es,0.012194903027868055,0.012393305458178822,0.9839911611167598,0.32511985885667904
shares,baseline_2018,504,63,0.025,dq_dr,future_var,dq_es+dr_es_concentration,74,0.07726484676855017,0.0512723072409037,-402.9814735057796,-396.0692782261671,dr_es_concentration,-0.07669852389538825,0.02757503766413665,-2.7814476567384814,0.005411705677112382
shares,baseline_2018,504,63,0.025,dq_dr_current_es,future_var,dq_es+dr_es_concentration+current_es,74,0.10571927271472914,0.06739295583107463,-403.2993395105334,-394.0830791377167,const,0.08690319202060616,0.01646109201145789,5.2793090494917605,1.2967193365371967e-07
shares,baseline_2018,504,63,0.025,dq_dr_current_es,future_var,dq_es+dr_es_concentration+current_es,74,0.10571927271472914,0.06739295583107463,-403.2993395105334,-394.0830791377167,dq_es,-0.0028181743720577758,0.0179402401820756,-0.15708676937745022,0.8751764646336391
shares,baseline_2018,504,63,0.025,dq_dr_current_es,future_var,dq_es+dr_es_concentration+current_es,74,0.10571927271472914,0.06739295583107463,-403.2993395105334,-394.0830791377167,dr_es_concentration,-0.11608175056804042,0.04677772211853819,-2.481560565815512,0.013080847844743946
shares,baseline_2018,504,63,0.025,dq_dr_current_es,future_var,dq_es+dr_es_concentration+current_es,74,0.10571927271472914,0.06739295583107463,-403.2993395105334,-394.0830791377167,current_es,0.3923328502283694,0.4021862373219217,0.9755004369140922,0.32931208507103127
shares,baseline_2018,504,63,0.025,risk_controls,future_var,current_es+current_rv_ann+current_hill_alpha+n_assets,74,0.08647189057037408,0.04732068588053295,-401.72355332060397,-392.5072929477873,const,7.941455169851204e-06,2.2029570665578595e-06,3.6049069182541085,0.00031226482746630563
shares,baseline_2018,504,63,0.025,risk_controls,future_var,current_es+current_rv_ann+current_hill_alpha+n_assets,74,0.08647189057037408,0.04732068588053295,-401.72355332060397,-392.5072929477873,current_es,-1.847736706953976,1.2545274449721646,-1.4728547504952938,0.14079020550314383
shares,baseline_2018,504,63,0.025,risk_controls,future_var,current_es+current_rv_ann+current_hill_alpha+n_assets,74,0.08647189057037408,0.04732068588053295,-401.72355332060397,-392.5072929477873,current_rv_ann,0.3369134037765755,0.2552678176216851,1.3198428494260555,0.1868874919329493
shares,baseline_2018,504,63,0.025,risk_controls,future_var,current_es+current_rv_ann+current_hill_alpha+n_assets,74,0.08647189057037408,0.04732068588053295,-401.72355332060397,-392.5072929477873,current_hill_alpha,-0.0043957976122670555,0.002759062683597391,-1.59322136405238,0.11111054014844908
shares,baseline_2018,504,63,0.025,risk_controls,future_var,current_es+current_rv_ann+current_hill_alpha+n_assets,74,0.08647189057037408,0.04732068588053295,-401.72355332060397,-392.5072929477873,n_assets,0.0006353164169054747,0.00017623656670406318,3.6049069088613113,0.0003122648387598373
shares,baseline_2018,504,63,0.025,full,future_var,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.30826245699029353,0.21098686500455355,-410.30351097788196,-387.2628600458403,const,1.4921300784943215e-05,3.1242420819489413e-06,4.775974586333951,1.7883897915525124e-06
shares,baseline_2018,504,63,0.025,full,future_var,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.30826245699029353,0.21098686500455355,-410.30351097788196,-387.2628600458403,dq_es,-0.05670853173014036,0.09437273769703869,-0.6008995088410983,0.547906920369557
shares,baseline_2018,504,63,0.025,full,future_var,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.30826245699029353,0.21098686500455355,-410.30351097788196,-387.2628600458403,dr_es_concentration,-0.020984270826241373,0.06648117555801834,-0.3156422949821086,0.7522740308532015
