market,period,window,horizon,tail_prob,x,y,n,pearson,spearman,spearman_p
bonds,baseline_2018,252,63,0.025,future_var,future_tail_event,86,0.30468599462577567,0.3202835078582571,0.002644095191263955
bonds,baseline_2018,252,63,0.025,future_rv_ann,future_mdd,86,0.8905714823946574,0.7614406681835952,1.7329661090558634e-17
bonds,baseline_2018,252,63,0.025,future_rv_ann,future_tail_event,86,0.40800813010523973,0.4564781029826682,9.988761807888087e-06
bonds,baseline_2018,252,63,0.025,future_mdd,future_tail_event,86,0.4078060898477741,0.5548823257523195,2.956926767978751e-08
bonds,baseline_2018,252,63,0.05,dq_es,dr_es_concentration,86,0.7954650324159523,0.7350957139987607,7.749774840642963e-16
bonds,baseline_2018,252,63,0.05,dq_es,current_es,86,0.1765401169861633,0.03951025090284158,0.7179630309266738
bonds,baseline_2018,252,63,0.05,dq_es,current_rv_ann,86,0.2826418155205792,0.02812449879266259,0.7971400342020468
bonds,baseline_2018,252,63,0.05,dq_es,current_hill_alpha,86,-0.6113910841922862,-0.7362589671508682,6.615785559252083e-16
bonds,baseline_2018,252,63,0.05,dq_es,n_assets,86,0.12868589196029584,0.15955487293245246,0.14226240756573302
bonds,baseline_2018,252,63,0.05,dq_es,future_es,86,-0.09666334265368408,-0.145360192713,0.1817473403315966
bonds,baseline_2018,252,63,0.05,dq_es,future_var,86,-0.22189562099147195,-0.17087001248169525,0.1157215868115681
bonds,baseline_2018,252,63,0.05,dq_es,future_rv_ann,86,-0.08669351493804123,-0.17813440513393572,0.10081190031310809
bonds,baseline_2018,252,63,0.05,dq_es,future_mdd,86,0.048376611070394954,0.101093965969773,0.3543608050946171
bonds,baseline_2018,252,63,0.05,dq_es,future_tail_event,86,0.033355985907673975,0.09201807327919341,0.39942796293215754
bonds,baseline_2018,252,63,0.05,dr_es_concentration,current_es,86,0.6230168668221671,0.43386853309305035,3.0024176112778585e-05
bonds,baseline_2018,252,63,0.05,dr_es_concentration,current_rv_ann,86,0.634943662188619,0.4277465918203689,3.991668185403908e-05
bonds,baseline_2018,252,63,0.05,dr_es_concentration,current_hill_alpha,86,-0.40639706416908467,-0.4663788393416982,6.015760391277956e-06
bonds,baseline_2018,252,63,0.05,dr_es_concentration,n_assets,86,0.16955160532522934,0.22847826680320082,0.034354234185575455
bonds,baseline_2018,252,63,0.05,dr_es_concentration,future_es,86,-0.01837664791465855,-0.08547274690109409,0.43393469398729734
bonds,baseline_2018,252,63,0.05,dr_es_concentration,future_var,86,-0.13643447993192845,-0.012605081679614938,0.9082955158085533
bonds,baseline_2018,252,63,0.05,dr_es_concentration,future_rv_ann,86,-0.026199651320106772,-0.1541865182319921,0.15635569188677217
bonds,baseline_2018,252,63,0.05,dr_es_concentration,future_mdd,86,0.05615036641353373,0.07017477653672645,0.520844918901442
bonds,baseline_2018,252,63,0.05,dr_es_concentration,future_tail_event,86,-0.03954487694245291,-0.07395178003559184,0.4986009518403399
bonds,baseline_2018,252,63,0.05,current_es,current_rv_ann,86,0.9601275065891397,0.9678271840772682,4.114932078183434e-52
bonds,baseline_2018,252,63,0.05,current_es,current_hill_alpha,86,-0.05969036928265977,0.007013933618011762,0.9488957609550762
bonds,baseline_2018,252,63,0.05,current_es,n_assets,86,0.06518685637639147,-0.03191654588629819,0.7704968293120962
bonds,baseline_2018,252,63,0.05,current_es,future_es,86,0.03720719936595941,0.12869161569816262,0.237645963220719
bonds,baseline_2018,252,63,0.05,current_es,future_var,86,0.0916747087044049,0.2627101474553193,0.01453703674250311
bonds,baseline_2018,252,63,0.05,current_es,future_rv_ann,86,0.048456696819798806,0.11653747109983191,0.2852699355457514
bonds,baseline_2018,252,63,0.05,current_es,future_mdd,86,-0.04263884150790728,-0.011389801243834732,0.917103942941243
bonds,baseline_2018,252,63,0.05,current_es,future_tail_event,86,-0.036173085354112414,-0.08356473934887508,0.4443031063770855
bonds,baseline_2018,252,63,0.05,current_rv_ann,current_hill_alpha,86,-0.060429435947081576,0.08155542054380568,0.4553705833289281
bonds,baseline_2018,252,63,0.05,current_rv_ann,n_assets,86,0.04268247433625931,-0.003829244695025712,0.9720865647794075
bonds,baseline_2018,252,63,0.05,current_rv_ann,future_es,86,-0.04649344851115207,0.04507156550905469,0.6802882943838198
bonds,baseline_2018,252,63,0.05,current_rv_ann,future_var,86,0.014441713080796203,0.20957835280635226,0.05278496834495809
bonds,baseline_2018,252,63,0.05,current_rv_ann,future_rv_ann,86,-0.035242869287521655,0.020274541251945846,0.8530046369342769
bonds,baseline_2018,252,63,0.05,current_rv_ann,future_mdd,86,-0.10242633306762544,-0.0733259428937131,0.5022520942603131
bonds,baseline_2018,252,63,0.05,current_rv_ann,future_tail_event,86,-0.09997033993699302,-0.14169386861781336,0.19313398787693437
bonds,baseline_2018,252,63,0.05,current_hill_alpha,n_assets,86,-0.07060828409899189,-0.1468466050722939,0.177273077476318
bonds,baseline_2018,252,63,0.05,current_hill_alpha,future_es,86,-0.10683318217459473,-0.1405547318600026,0.19677446513507554
bonds,baseline_2018,252,63,0.05,current_hill_alpha,future_var,86,-0.1062997121740674,-0.05504665417072554,0.6146874846512405
bonds,baseline_2018,252,63,0.05,current_hill_alpha,future_rv_ann,86,-0.13076214502915526,-0.13400345572051303,0.21867125333300175
bonds,baseline_2018,252,63,0.05,current_hill_alpha,future_mdd,86,-0.1882140032185277,-0.22889100262665937,0.03402155235140502
bonds,baseline_2018,252,63,0.05,current_hill_alpha,future_tail_event,86,-0.26496179913528,-0.29479631124928896,0.005863112748425037
bonds,baseline_2018,252,63,0.05,n_assets,future_es,86,0.025959007848923674,-0.044677893644792056,0.68293087592318
bonds,baseline_2018,252,63,0.05,n_assets,future_var,86,0.05021688963915956,0.019147307366783523,0.8610933611829582
bonds,baseline_2018,252,63,0.05,n_assets,future_rv_ann,86,0.04349312815083977,-0.00638207449170952,0.953494174311038
bonds,baseline_2018,252,63,0.05,n_assets,future_mdd,86,0.06368984312276733,-0.0038293350148562535,0.9720859066531695
bonds,baseline_2018,252,63,0.05,n_assets,future_tail_event,86,-0.10124206163476086,-0.10124206163476138,0.3536526214243678
bonds,baseline_2018,252,63,0.05,future_es,future_var,86,0.7367380055652131,0.8028986329167659,1.4416682604587242e-20
bonds,baseline_2018,252,63,0.05,future_es,future_rv_ann,86,0.970647611655623,0.9381433598766625,1.879259943177335e-40
bonds,baseline_2018,252,63,0.05,future_es,future_mdd,86,0.9216883735292958,0.8318386190311916,3.4515511846183465e-23
bonds,baseline_2018,252,63,0.05,future_es,future_tail_event,86,0.40552009345826523,0.6452920991715995,1.9893800698936083e-11
bonds,baseline_2018,252,63,0.05,future_var,future_rv_ann,86,0.7303413942791617,0.7779863960611442,1.228112072334728e-18
bonds,baseline_2018,252,63,0.05,future_var,future_mdd,86,0.7328525916940432,0.7540299947972211,5.2962837648827715e-17
bonds,baseline_2018,252,63,0.05,future_var,future_tail_event,86,0.4173735440090968,0.5944704791211833,1.5937128919825883e-09
bonds,baseline_2018,252,63,0.05,future_rv_ann,future_mdd,86,0.8905714823946574,0.7614406681835952,1.7329661090558634e-17
bonds,baseline_2018,252,63,0.05,future_rv_ann,future_tail_event,86,0.4196459111226014,0.638469184887438,3.7568242348414334e-11
bonds,baseline_2018,252,63,0.05,future_mdd,future_tail_event,86,0.38207937395127556,0.6497748587668644,1.2986959449788884e-11
bonds,baseline_2018,504,21,0.025,dq_es,dr_es_concentration,76,0.9473019991616487,0.979204784706748,5.123210750717787e-53
bonds,baseline_2018,504,21,0.025,dq_es,current_es,76,0.15686112739874955,0.36036161542847084,0.0013854827619534354
