market,period,window,horizon,tail_prob,dependent,spec_name,param,coef,t_hac,pvalue_hac,r2,n_obs
bonds,baseline_2018,252,63,0.05,future_var,dq_dr_current_es,dq_es,-0.002738066088043612,-0.34543078481862455,0.7297705369023133,0.07187647324694513,86
bonds,baseline_2018,252,63,0.05,future_var,dq_dr_current_es,dr_es_concentration,-0.014349967571170682,-0.40138855814599206,0.6881340720725414,0.07187647324694513,86
bonds,baseline_2018,252,63,0.05,future_var,full,dq_es,0.0009739949688924954,0.10332214803620993,0.9177072980988874,0.36499539460891484,86
bonds,baseline_2018,252,63,0.05,future_var,full,dr_es_concentration,-0.02604842637195087,-0.8720316349099418,0.3831911197527592,0.36499539460891484,86
bonds,baseline_2018,252,63,0.05,future_rv_ann,dq_only,dq_es,-0.028987009294981922,-0.6382737347021499,0.5232955064255531,0.0075157655323124795,86
bonds,baseline_2018,252,63,0.05,future_rv_ann,dr_only,dr_es_concentration,-0.024534046677718455,-0.15028184131707464,0.8805422588143208,0.0006864217292951169,86
bonds,baseline_2018,252,63,0.05,future_rv_ann,dq_dr,dq_es,-0.05995774113724116,-1.1837051356667274,0.2365298053073014,0.012495104252841505,86
bonds,baseline_2018,252,63,0.05,future_rv_ann,dq_dr,dr_es_concentration,0.10904035379660679,0.48061334126180894,0.630791331712697,0.012495104252841505,86
bonds,baseline_2018,252,63,0.05,future_rv_ann,dq_dr_current_es,dq_es,-0.05338888527893999,-0.5463256088334386,0.584842135931601,0.012666237685590831,86
bonds,baseline_2018,252,63,0.05,future_rv_ann,dq_dr_current_es,dr_es_concentration,0.08121346064634594,0.17162729325898823,0.8637305489117194,0.012666237685590831,86
bonds,baseline_2018,252,63,0.05,future_rv_ann,full,dq_es,0.045679360113586816,0.38771123875529206,0.6982297378120321,0.19770551936446212,86
bonds,baseline_2018,252,63,0.05,future_rv_ann,full,dr_es_concentration,-0.23436610746401423,-0.5039699707782005,0.6142824792228898,0.19770551936446212,86
bonds,baseline_2018,252,63,0.05,future_mdd,dq_only,dq_es,0.011354226001275478,0.43111373791718877,0.6663856720684629,0.0023402964986565244,86
bonds,baseline_2018,252,63,0.05,future_mdd,dr_only,dr_es_concentration,0.03690893934892713,0.3768961240213623,0.7062508019754553,0.0031528636483740824,86
bonds,baseline_2018,252,63,0.05,future_mdd,dq_dr,dq_es,0.00237172110390457,0.0608877377719504,0.951448615167271,0.003190363328894774,86
bonds,baseline_2018,252,63,0.05,future_mdd,dq_dr,dr_es_concentration,0.03162519752447757,0.20808435243900977,0.835163104697936,0.003190363328894774,86
bonds,baseline_2018,252,63,0.05,future_mdd,dq_dr_current_es,dq_es,-0.0429576410562319,-0.5792245049754898,0.5624376981108766,0.019729164424836965,86
bonds,baseline_2018,252,63,0.05,future_mdd,dq_dr_current_es,dr_es_concentration,0.22364879259325524,0.6652215341240814,0.5059088090905268,0.019729164424836965,86
bonds,baseline_2018,252,63,0.05,future_mdd,full,dq_es,0.06112515387430836,0.8109727056194185,0.41738134532723026,0.28264247403306175,86
bonds,baseline_2018,252,63,0.05,future_mdd,full,dr_es_concentration,-0.012672753307054939,-0.04076820822846357,0.967480684436409,0.28264247403306175,86
bonds,baseline_2018,252,63,0.05,future_tail_event,dq_only,dq_es,0.09271220168672029,0.3553746405419739,0.722308944517294,0.0011126217958730145,86
bonds,baseline_2018,252,63,0.05,future_tail_event,dr_only,dr_es_concentration,-0.3078294871629511,-0.4151892314006897,0.6780033813554389,0.0015637972923936427,86
bonds,baseline_2018,252,63,0.05,future_tail_event,dq_dr,dq_es,0.4905437223335933,0.8294616331454852,0.4068432383364984,0.013002420024582184,86
bonds,baseline_2018,252,63,0.05,future_tail_event,dq_dr,dr_es_concentration,-1.400667248798621,-0.8811151440962839,0.3782555012755848,0.013002420024582184,86
bonds,baseline_2018,252,63,0.05,future_tail_event,dq_dr_current_es,dq_es,0.8135940379820501,1.0282776151726158,0.3038192576453209,0.01899209294827564,86
bonds,baseline_2018,252,63,0.05,future_tail_event,dq_dr_current_es,dr_es_concentration,-2.7691683713110704,-0.9467971283008532,0.34374216538932956,0.01899209294827564,86
bonds,baseline_2018,252,63,0.05,future_tail_event,full,dq_es,1.5026100000788385,1.880217280513259,0.06007847143194737,0.22149710494089558,86
bonds,baseline_2018,252,63,0.05,future_tail_event,full,dr_es_concentration,-6.498484809486855,-2.0882287990582156,0.03677720064813089,0.22149710494089558,86
bonds,baseline_2018,504,21,0.025,future_es,dq_only,dq_es,-0.020606194996849923,-2.4250016401745644,0.0153083175927095,0.056611284917641225,76
bonds,baseline_2018,504,21,0.025,future_es,dr_only,dr_es_concentration,-0.05676398009923953,-2.2080969215223436,0.027237517568223027,0.039065320830682704,76
bonds,baseline_2018,504,21,0.025,future_es,dq_dr,dq_es,-0.04278636857662775,-1.2207807027681241,0.22216906208623277,0.06411174363455108,76
bonds,baseline_2018,504,21,0.025,future_es,dq_dr,dr_es_concentration,0.07764389776140053,0.7134737518798506,0.4755526497797473,0.06411174363455108,76
bonds,baseline_2018,504,21,0.025,future_es,dq_dr_current_es,dq_es,-0.03813582247524026,-1.050250647097582,0.2936028893331847,0.06458533323068605,76
bonds,baseline_2018,504,21,0.025,future_es,dq_dr_current_es,dr_es_concentration,0.059949547644873286,0.5149619750084772,0.6065795917790551,0.06458533323068605,76
bonds,baseline_2018,504,21,0.025,future_es,full,dq_es,-0.35282638101746777,-3.2922656792781044,0.0009938367706541383,0.5214332825803121,76
