secid,n_obs,n_days,date_min,date_max,zero_share,abs_q99,abs_max,ann_vol,es_975,hill_alpha,period_days,coverage,passes_basic,prefix_preferred,selected,period,market
RU000A108P46,482,482,2024-06-25,2026-05-15,0.002074688796680498,0.030038241592993106,0.0443269739602671,0.09968230773884151,0.019847217299737683,1.6048967522605964,2873,0.1677688827010094,False,True,False,full_2015,bonds
RU000A108JD2,481,481,2024-06-26,2026-05-15,0.0,0.08596317070482362,0.140579019745658,0.32187913943631924,0.07301507527417307,2.72703399503644,2873,0.167420814479638,False,True,False,full_2015,bonds
RU000A108TU5,481,481,2024-06-26,2026-05-15,0.0,0.018201821337247195,0.0661079294866455,0.08540760670120692,0.01442377623426733,1.7434307667937181,2873,0.167420814479638,False,True,False,full_2015,bonds
RU000A108U72,480,480,2024-06-27,2026-05-15,0.0020833333333333333,0.015639311469444486,0.0262753926212767,0.059486230116465665,0.009524959421121278,3.2445315056002935,2873,0.16707274625826662,False,True,False,full_2015,bonds
RU000A1089U1,480,480,2024-06-27,2026-05-15,0.004166666666666667,0.06396962043799395,0.1103221537934,0.2546357620829242,0.04712476681236735,2.474492166046536,2873,0.16707274625826662,False,True,False,full_2015,bonds
RU000A107Q95,480,480,2024-06-27,2026-05-15,0.8645833333333334,0.17089684331501268,0.334184051551145,0.48608701286040007,0.09967290184225859,,2873,0.16707274625826662,False,True,False,full_2015,bonds
RU000A108NQ6,479,479,2024-06-28,2026-05-15,0.0,0.07790380408352092,1.51821822414203,2.0873973682921694,0.4874595892076594,0.47896873038703736,2873,0.16672467803689522,False,True,False,full_2015,bonds
RU000A108P79,479,479,2024-06-28,2026-05-15,0.0,0.04930837366319887,1.09198041043512,1.3807492501541723,0.32578608693407335,0.44374131419593255,2873,0.16672467803689522,False,True,False,full_2015,bonds
RU000A108UJ6,479,479,2024-06-28,2026-05-15,0.0,0.026965523111026606,0.0448784392344513,0.10826563760155497,0.023791608338025575,2.1467124606156553,2873,0.16672467803689522,False,True,False,full_2015,bonds
RU000A108Q29,478,478,2024-07-01,2026-05-15,0.0,0.0625643561483717,1.53193647668303,2.0673309994291666,0.4772240233818869,0.46093629218127957,2873,0.16637660981552385,False,True,False,full_2015,bonds
RU000A108UR9,477,477,2024-07-02,2026-05-15,0.0,0.2380503644082267,0.356392326982083,1.0041973829772342,0.2063690427088031,3.36999560327852,2873,0.16602854159415245,False,True,False,full_2015,bonds
RU000A108VM8,477,477,2024-07-02,2026-05-15,0.0,0.026734695233301225,0.0302391851095471,0.09871994979913046,0.01831164915101983,2.5567606309723114,2873,0.16602854159415245,False,True,False,full_2015,bonds
RU000A108VL0,476,476,2024-07-03,2026-05-15,0.0,0.020258901677948152,0.0403059133080576,0.08837004223636018,0.018687295563318777,2.4887185008417827,2873,0.16568047337278108,False,True,False,full_2015,bonds
RU000A108VW7,476,476,2024-07-03,2026-05-15,0.0021008403361344537,0.015424460085492924,0.030286951533954,0.06440046213602735,0.01237679446686219,2.2901515987406524,2873,0.16568047337278108,False,True,False,full_2015,bonds
RU000A108C33,476,476,2024-07-03,2026-05-15,0.7962184873949579,0.3566950721732952,0.503290479603214,1.2348282314101144,0.32776909106659075,,2873,0.16568047337278108,False,True,False,full_2015,bonds
RU000A108WJ2,474,474,2024-07-05,2026-05-15,0.0,0.1528292441116294,0.355148553975803,0.5052562959944766,0.11996989389344032,1.102581124739701,2873,0.16498433693003828,False,True,False,full_2015,bonds
SU26248RMFS3,474,474,2024-07-05,2026-05-15,0.004219409282700422,0.03366576614065179,0.0769895458127055,0.14027313371752637,0.024562973989403897,1.797946195108799,2873,0.16498433693003828,False,True,False,full_2015,bonds
RU000A108WY1,473,473,2024-07-08,2026-05-15,0.0021141649048625794,0.019538237082592346,0.0332802637163645,0.06946706510786503,0.013920640128926383,1.870166143831347,2873,0.1646362687086669,False,True,False,full_2015,bonds
RU000A108CG0,473,473,2024-07-08,2026-05-15,0.8520084566596194,0.1797914779640014,0.42219801761188,0.6556175566548993,0.1436374043684042,,2873,0.1646362687086669,False,True,False,full_2015,bonds
RU000A108TV3,471,471,2024-07-10,2026-05-15,0.0,0.03606208877032445,1.01458208112609,1.1366384886086498,0.2314687008799218,0.6135873852548611,2873,0.16394013226592413,False,True,False,full_2015,bonds
RU000A108Y86,471,471,2024-07-10,2026-05-15,0.0,0.01522794743455081,0.0346817585401458,0.05870904338420685,0.011013274785428512,1.488109139086055,2873,0.16394013226592413,False,True,False,full_2015,bonds
RU000A108Y60,471,471,2024-07-10,2026-05-15,0.006369426751592357,0.054611874099895485,0.067106427343312,0.1512346133558516,0.04752182109571391,1.100887627247675,2873,0.16394013226592413,False,True,False,full_2015,bonds
RU000A108YZ4,469,469,2024-07-12,2026-05-15,0.0,0.050184001059139643,0.0745684214671539,0.17468559884276352,0.052649511004764275,2.4191342432714324,2873,0.16324399582318133,False,True,False,full_2015,bonds
SU26247RMFS5,469,469,2024-07-12,2026-05-15,0.0021321961620469083,0.0295674345806415,0.0614740673928646,0.12153072527778506,0.01863117656137223,2.1413759166107367,2873,0.16324399582318133,False,True,False,full_2015,bonds
RU000A108Z77,468,468,2024-07-15,2026-05-15,0.0,0.04503504823782821,0.0589288247220485,0.14599146091274207,0.04527606456067656,2.8100980345352133,2873,0.16289592760180996,False,True,False,full_2015,bonds
RU000A108Z93,468,468,2024-07-15,2026-05-15,0.0,0.018714270849567557,0.0239308771864689,0.07735413287995864,0.013059754761815333,2.765476597229419,2873,0.16289592760180996,False,True,False,full_2015,bonds
RU000A108Z85,467,467,2024-07-16,2026-05-15,0.0,0.011116433740482864,0.0168291814846118,0.049608858291108573,0.008712528749788177,3.610913393634338,2873,0.16254785938043856,False,True,False,full_2015,bonds
RU000A108ZH9,466,466,2024-07-17,2026-05-15,0.0,0.012912128261802306,0.0188824313823437,0.057267851070991374,0.010315981863493291,2.2911368902435236,2873,0.16219979115906719,False,True,False,full_2015,bonds
RU000A108ZT4,465,465,2024-07-18,2026-05-15,0.0,0.012912957530064773,0.015413287974299,0.05738758107028069,0.010357097154479638,2.6576579919137404,2873,0.16185172293769579,False,True,False,full_2015,bonds
RU000A108ZU2,465,465,2024-07-18,2026-05-15,0.0,0.024383343210907873,0.053453454660959,0.11779552372867143,0.020258213047228472,2.7983518256588944,2873,0.16185172293769579,False,True,False,full_2015,bonds
RU000A108LS6,465,465,2024-07-18,2026-05-15,0.7311827956989247,0.1209714157847013,0.252993127700201,0.4861334370705752,0.10820363905329249,2.7532677588735184,2873,0.16185172293769579,False,True,False,full_2015,bonds
RU000A109098,463,463,2024-07-22,2026-05-15,0.0,0.011262181077339261,0.0183461823908002,0.05058619901765506,0.008635400795067973,2.5901551180615052,2873,0.161155586494953,False,True,False,full_2015,bonds
RU000A102QM1,462,462,2021-02-16,2022-12-09,0.0,0.07680160743819382,1.00093186971071,1.2695820528824426,0.2761082665404095,0.6149596507191574,2873,0.1608075182735816,False,True,False,full_2015,bonds
RU000A1090H6,462,462,2024-07-23,2026-05-15,0.0,0.036635811664011544,0.0615797556624859,0.16062137347399125,0.03296531078814509,2.368887991887106,2873,0.1608075182735816,False,True,False,full_2015,bonds
RU000A1090K0,462,462,2024-07-23,2026-05-15,0.0021645021645021645,0.007332639220095347,0.00944354410169815,0.029773457060983284,0.00518396085108978,2.3966574042790385,2873,0.1608075182735816,False,True,False,full_2015,bonds
RU000A1090A1,462,462,2024-07-23,2026-05-15,0.004329004329004329,0.07260281765955448,0.15536952931849,0.3784587681002735,0.07920510325370915,3.445549538071855,2873,0.1608075182735816,False,True,False,full_2015,bonds
RU000A1090N4,461,461,2024-07-24,2026-05-15,0.0,0.017376673358364576,0.0341846867324345,0.07816986324170952,0.013603149168267673,2.114773165066641,2873,0.16045945005221024,False,True,False,full_2015,bonds
RU000A109221,461,461,2024-07-24,2026-05-15,0.0,0.0258875909501131,0.033458787689931,0.10128003404399535,0.019813341127583917,2.0848689016402333,2873,0.16045945005221024,False,True,False,full_2015,bonds
RU000A1092T7,460,460,2024-07-25,2026-05-15,0.0,0.08848016068263452,0.143163665603252,0.2819882411097466,0.06770742332631294,1.5439564097214715,2873,0.16011138183083884,False,True,False,full_2015,bonds
RU000A1092S9,459,459,2024-07-26,2026-05-15,0.0,0.048220965132704734,0.0646070988730621,0.16692530670720437,0.04812473842273479,3.565467429469338,2873,0.15976331360946747,False,True,False,full_2015,bonds
RU000A109312,459,459,2024-07-26,2026-05-15,0.0,0.016321878305669592,0.0289237003422561,0.07122912311484618,0.0158614008861727,2.507186978620835,2873,0.15976331360946747,False,True,False,full_2015,bonds
RU000A107XA1,459,459,2024-07-26,2026-05-15,0.004357298474945534,0.01455192656094872,0.0272912548501782,0.06237160185914957,0.012828678771763316,1.5635186009322724,2873,0.15976331360946747,False,True,False,full_2015,bonds
RU000A1090M6,457,457,2024-07-30,2026-05-15,0.0,0.34404056340971156,0.552161782430469,1.1556456798738577,0.2812206963838772,1.4921828295691002,2873,0.15906717716672467,False,True,False,full_2015,bonds
RU000A1094E5,456,456,2024-07-31,2026-05-15,0.0,0.010224302102294271,0.0152776003028052,0.0451591399162759,0.008373253901637056,3.681631547103265,2873,0.1587191089453533,False,True,False,full_2015,bonds
RU000A1094F2,456,456,2024-07-31,2026-05-15,0.0,0.009161014004584396,0.013429133218819,0.037232902264425424,0.0073706426353922746,1.6899921791962578,2873,0.1587191089453533,False,True,False,full_2015,bonds
RU000A1094G0,456,456,2024-07-31,2026-05-15,0.0,0.9559031976294274,1.14879078473502,2.0379752018790436,0.5956836877422368,,2873,0.1587191089453533,False,True,False,full_2015,bonds
RU000A1094T3,454,454,2024-08-02,2026-05-15,0.0,0.02590644059456558,0.0555573461653927,0.11115515673943406,0.023738786790003116,3.3635863602384375,2873,0.15802297250261052,False,True,False,full_2015,bonds
RU000A1094U1,454,454,2024-08-02,2026-05-15,0.0,0.018215507083689575,0.0321586427294841,0.07493761996255591,0.01402315511595144,2.251299527011213,2873,0.15802297250261052,False,True,False,full_2015,bonds
RU000A1094W7,454,454,2024-08-02,2026-05-15,0.0,0.02346399200528977,0.0407114732171614,0.1115512733095096,0.023628220846498058,1.6239820910522256,2873,0.15802297250261052,False,True,False,full_2015,bonds
RU000A109528,453,453,2024-08-05,2026-05-15,0.002207505518763797,0.009334992401107646,0.0144635706990848,0.041041281761279656,0.00785916079151555,2.361089552184897,2873,0.15767490428123912,False,True,False,full_2015,bonds
RU000A107XB9,451,451,2024-08-07,2026-05-15,0.0,0.040457402294185554,0.0623783620761549,0.11656060042093903,0.025458262017621514,1.176243862452219,2873,0.15697876783849635,False,True,False,full_2015,bonds
RU000A1095L7,451,451,2024-08-07,2026-05-15,0.0,0.0513679069633184,0.119508806305734,0.19878719408365902,0.04269519930541734,2.020028703479228,2873,0.15697876783849635,False,True,False,full_2015,bonds
RU000A1095W4,450,450,2024-08-08,2026-05-15,0.0022222222222222222,0.008872300945328222,0.0170763837200146,0.04360663670188328,0.005567222062962832,3.845048870009504,2873,0.15663069961712495,False,True,False,full_2015,bonds
RU000A1097C2,448,448,2024-08-12,2026-05-15,0.0,0.03556292993472458,0.109490722608583,0.1638278102327613,0.039122298737741014,1.1005045879828925,2873,0.15593456317438217,False,True,False,full_2015,bonds
RU000A108PR9,447,447,2024-08-13,2026-05-15,0.0,0.031512508360686864,0.820485990077894,0.6332259182811791,0.09081274570851283,1.5331157427991455,2873,0.1555864949530108,False,True,False,full_2015,bonds
RU000A109825,446,446,2024-08-14,2026-05-15,0.004484304932735426,0.014845140341503572,0.0207420116280471,0.06845941038851498,0.012419754328137349,3.689099480371409,2873,0.1552384267316394,False,True,False,full_2015,bonds
RU000A1097S8,445,445,2024-08-15,2026-05-15,0.0,0.04071221324131609,0.0492140100281379,0.13200368713215305,0.026798807640919964,1.7089212161067981,2873,0.154890358510268,False,True,False,full_2015,bonds
RU000A1097X8,445,445,2024-08-15,2026-05-15,0.0,0.03266765409552141,0.0585183228263101,0.13962295455782775,0.02702133639963818,2.796568387223739,2873,0.154890358510268,False,True,False,full_2015,bonds
RU000A109874,445,445,2024-08-15,2026-05-15,0.0,0.04400311862639546,0.0935316176548661,0.16582634054957857,0.03357795469527373,2.1146096550851006,2873,0.154890358510268,False,True,False,full_2015,bonds
RU000A1098F3,445,445,2024-08-15,2026-05-15,0.0022471910112359553,0.023186777102538574,0.0713290047882139,0.10195136312522352,0.01681017384144615,2.8828221131804233,2873,0.154890358510268,False,True,False,full_2015,bonds
RU000A108Y11,444,444,2024-08-16,2026-05-15,0.0,0.08053886573644388,1.51212976581199,1.7802293722992057,0.35076238697360523,0.5585856817022259,2873,0.15454229028889663,False,True,False,full_2015,bonds
RU000A1098T4,444,444,2024-08-16,2026-05-15,0.0,0.03621049144194347,0.0735980022308944,0.16528723258696126,0.03121095423323608,3.5540382117903233,2873,0.15454229028889663,False,True,False,full_2015,bonds
RU000A109908,443,443,2024-08-19,2026-05-15,0.0,0.03661986413266493,0.0745734849473084,0.14856030454114957,0.03132320686456997,3.0390769019980226,2873,0.15419422206752523,False,True,False,full_2015,bonds
RU000A109981,443,443,2024-08-19,2026-05-15,0.0,0.021873434410912843,0.0434762808203879,0.09341577980342805,0.017861252154118875,2.0803402347413456,2873,0.15419422206752523,False,True,False,full_2015,bonds
RU000A1099A2,441,441,2024-08-21,2026-05-15,0.0,0.01693327024903098,0.0265671812155045,0.06980191377958156,0.012084346040787246,2.0792294491865237,2873,0.15349808562478245,False,True,False,full_2015,bonds
RU000A1099E4,441,441,2024-08-21,2026-05-15,0.0022675736961451248,0.010601482874923508,0.0130038933428566,0.04709501268247829,0.008021239251909234,4.219637478009603,2873,0.15349808562478245,False,True,False,full_2015,bonds
RU000A108TD1,440,440,2024-08-22,2026-05-15,0.7818181818181819,0.2284076357716409,0.535510821687749,0.8271830127251812,0.19669503533561808,,2873,0.15315001740341108,False,True,False,full_2015,bonds
SU26245RMFS9,439,439,2024-08-23,2026-05-15,0.0,0.0481969175440934,0.0677659708461146,0.15703919057058882,0.03416882454336879,1.5748652295468255,2873,0.15280194918203968,False,True,False,full_2015,bonds
RU000A109916,438,438,2024-08-26,2026-05-15,0.0,0.06155420973133834,0.0712935202284332,0.2669789517653207,0.05564570448803377,3.5807161959549076,2873,0.15245388096066828,False,True,False,full_2015,bonds
RU000A1099W6,438,438,2024-08-26,2026-05-15,0.0,0.017284397573762707,0.0246567966128601,0.06209826274302878,0.012010942538738868,1.9727034963037595,2873,0.15245388096066828,False,True,False,full_2015,bonds
RU000A1099S4,438,438,2024-08-26,2026-05-15,0.00228310502283105,0.018781142197812406,0.0723844152056354,0.10554264019441989,0.02298675187768534,1.4639045562893778,2873,0.15245388096066828,False,True,False,full_2015,bonds
RU000A1099V8,438,438,2024-08-26,2026-05-15,0.00228310502283105,0.01798804659819519,0.0615599109578622,0.09179583718225906,0.02305974131317627,1.0212769576682037,2873,0.15245388096066828,False,True,False,full_2015,bonds
RU000A109B33,435,435,2024-08-29,2026-05-15,0.0022988505747126436,0.005540305091304363,0.0125923484542378,0.026800660461480812,0.0044582619562898666,1.8868774569834912,2873,0.15140967629655414,False,True,False,full_2015,bonds
RU000A109B82,434,434,2024-08-30,2026-05-15,0.0,0.026191013175142847,0.0459499614210387,0.11020888444684712,0.023895412032801835,2.2560855876507837,2873,0.15106160807518274,False,True,False,full_2015,bonds
RU000A1097T6,433,433,2024-09-02,2026-05-15,0.0,0.06848657613489072,0.0853960207618542,0.204092980162346,0.06852150975167409,5.498071890921355,2873,0.15071353985381133,False,True,False,full_2015,bonds
RU000A108DH6,432,432,2024-09-03,2026-05-15,0.0,1.2343535750133428,1.44699393931792,2.655398476464894,0.8686203994703576,,2873,0.15036547163243996,False,True,False,full_2015,bonds
RU000A109DP7,432,432,2024-09-03,2026-05-15,0.0,0.056648234139617594,0.0757989484702994,0.2916691241378104,0.05534562615651151,3.4923663177334348,2873,0.15036547163243996,False,True,False,full_2015,bonds
RU000A1095B8,432,432,2024-09-03,2026-05-15,0.7384259259259259,0.19776190095537788,0.458629666461726,0.7727440121707423,0.1904252106182471,,2873,0.15036547163243996,False,True,False,full_2015,bonds
RU000A108TE9,432,432,2024-09-03,2026-05-15,0.7962962962962963,0.2659888635880515,0.781884877191248,1.0573309164320273,0.22590674519361914,,2873,0.15036547163243996,False,True,False,full_2015,bonds
RU000A109DV5,431,431,2024-09-04,2026-05-15,0.0,0.04321183433737684,0.0582001329898676,0.13361221431196588,0.041590288927785275,1.3341621493246894,2873,0.15001740341106856,False,True,False,full_2015,bonds
RU000A109DY9,431,431,2024-09-04,2026-05-15,0.0,0.06262787400274969,0.343299317918383,0.4198758051555092,0.09292152306564748,,2873,0.15001740341106856,False,True,False,full_2015,bonds
RU000A109DT9,431,431,2024-09-04,2026-05-15,0.004640371229698376,0.017157413817809393,0.0266592613268299,0.08057622190748452,0.01444182493786902,2.3175923940115077,2873,0.15001740341106856,False,True,False,full_2015,bonds
RU000A109E71,430,430,2024-09-05,2026-05-15,0.0,0.007623370871856636,0.0190998854850276,0.03868812266658932,0.005688981235108989,3.2535255938545777,2873,0.1496693351896972,False,True,False,full_2015,bonds
RU000A109F05,428,428,2024-09-09,2026-05-15,0.0,0.028505501207548193,0.063048754885184,0.10113118525263826,0.021556316086539847,1.4893069609878895,2873,0.14897319874695442,False,True,False,full_2015,bonds
RU000A109551,427,427,2024-09-10,2026-05-15,0.0,0.02996678214874989,0.0467149736884189,0.11191746424434716,0.023087852785381037,2.2965313087286687,2873,0.14862513052558302,False,True,False,full_2015,bonds
RU000A109HX2,424,424,2024-09-13,2026-05-15,0.0023584905660377358,0.01793990609712402,0.0322737845818512,0.08899210049928669,0.015308589329650301,3.3214071323675936,2873,0.14758092586146884,False,True,False,full_2015,bonds
RU000A109JS8,422,422,2024-09-17,2026-05-15,0.0,0.01187514535646523,0.0153140306555901,0.05766695149749344,0.010973879446813507,2.504630526740203,2873,0.14688478941872607,False,True,False,full_2015,bonds
RU000A109JY6,421,421,2024-09-18,2026-05-15,0.0,0.016388864034773253,0.032760150097068,0.07296957493040428,0.012498299908762507,3.7415976032879152,2873,0.14653672119735467,False,True,False,full_2015,bonds
RU000A109JZ3,421,421,2024-09-18,2026-05-15,0.0,0.019147862330044667,0.0453671038665517,0.07468475188872813,0.013716021728177173,1.9593203252096236,2873,0.14653672119735467,False,True,False,full_2015,bonds
RU000A109JW0,421,421,2024-09-18,2026-05-15,0.0023752969121140144,0.012510856207077863,0.0267593138927393,0.06236072238964117,0.011120737116255677,2.4444319019155487,2873,0.14653672119735467,False,True,False,full_2015,bonds
RU000A109JX8,421,421,2024-09-18,2026-05-15,0.0023752969121140144,0.018907506900894922,0.0505348354878883,0.10005196038356601,0.020685507779180743,2.287823658686587,2873,0.14653672119735467,False,True,False,full_2015,bonds
RU000A109K40,420,420,2024-09-19,2026-05-15,0.004761904761904762,0.006476408311495897,0.00916334861703441,0.025050222657162204,0.003996458816644083,2.0037128582210393,2873,0.1461886529759833,False,True,False,full_2015,bonds
RU000A109KW8,418,418,2024-09-23,2026-05-15,0.0,0.009994209206848393,0.0177632617928415,0.04673390647121521,0.007623427574987548,2.39660790548767,2873,0.14549251653324052,False,True,False,full_2015,bonds
RU000A109KY4,418,418,2024-09-23,2026-05-15,0.0,0.01234003479098348,0.0194212989459403,0.05093498360478772,0.009467801464282374,2.267666498261056,2873,0.14549251653324052,False,True,False,full_2015,bonds
RU000A109KT4,418,418,2024-09-23,2026-05-15,0.0023923444976076554,0.01135996551594591,0.0170559078361362,0.04582811731802194,0.008199588069283234,1.8749801852271868,2873,0.14549251653324052,False,True,False,full_2015,bonds
RU000A109KV0,418,418,2024-09-23,2026-05-15,0.0023923444976076554,0.014203038078123356,0.0228333442662601,0.06447695235954186,0.012699760288642031,2.18764728818792,2873,0.14549251653324052,False,True,False,full_2015,bonds
RU000A109KL1,417,417,2024-09-24,2026-05-15,0.0,0.010739843892250878,0.0176487480123675,0.050794892768653115,0.007752117322622657,3.479141617037071,2873,0.14514444831186912,False,True,False,full_2015,bonds
RU000A109L49,417,417,2024-09-24,2026-05-15,0.004796163069544364,0.008321300729699522,0.015813929655846,0.0384280204234434,0.006060379615500002,3.252428821193145,2873,0.14514444831186912,False,True,False,full_2015,bonds
RU000A109L98,416,416,2024-09-25,2026-05-15,0.0,0.07713194890854305,0.116360226191714,0.26211380059143013,0.06360136176813935,2.61180570085801,2873,0.14479638009049775,False,True,False,full_2015,bonds
RU000A109LC8,416,416,2024-09-25,2026-05-15,0.0,0.024805516483685664,0.0332538974586911,0.11313123987153824,0.02066105834574292,2.5366609642187807,2873,0.14479638009049775,False,True,False,full_2015,bonds
RU000A109L72,416,416,2024-09-25,2026-05-15,0.002403846153846154,0.007822829415032215,0.00993644382647729,0.032604854921703154,0.005767182413963955,1.4007186514074592,2873,0.14479638009049775,False,True,False,full_2015,bonds
RU000A109KX6,415,415,2024-09-26,2026-05-15,0.0024096385542168677,0.03530354792221602,0.17223789712053,0.21288776828172404,0.036264205869432464,1.453550006082034,2873,0.14444831186912635,False,True,False,full_2015,bonds
RU000A107XC7,414,414,2024-09-27,2026-05-15,0.0,0.021893195963308017,0.0354845261201499,0.07566253692665094,0.01800356142464851,0.9374031219621209,2873,0.14410024364775495,False,True,False,full_2015,bonds
RU000A109NA8,413,413,2024-09-30,2026-05-15,0.0,0.02767481796306532,0.057655098233375,0.1394343789785547,0.027482026072904776,6.882253959476778,2873,0.14375217542638358,False,True,False,full_2015,bonds
RU000A109NF7,412,412,2024-10-01,2026-05-15,0.0,0.010861161363509411,0.034663224345607,0.05672789692459911,0.009611261901793027,2.3022115218319987,2873,0.14340410720501218,False,True,False,full_2015,bonds
RU000A109NM3,412,412,2024-10-01,2026-05-15,0.0,0.02308185429168508,0.0535002301557454,0.11571678866553538,0.021792086420192328,2.091571569481707,2873,0.14340410720501218,False,True,False,full_2015,bonds
RU000A109NR2,411,411,2024-10-02,2026-05-15,0.0,0.025959296296405344,0.0479125069096012,0.1215022527820082,0.02586050205056997,2.1671081268167907,2873,0.1430560389836408,False,True,False,full_2015,bonds
RU000A109PF2,410,410,2024-10-03,2026-05-15,0.0,0.018980136673159394,0.031454687684967,0.07919859026252218,0.017118472715709446,2.00833683425927,2873,0.1427079707622694,False,True,False,full_2015,bonds
RU000A109PK2,409,409,2024-10-04,2026-05-15,0.0,0.023653735062643583,0.0361901745771808,0.10217744027080657,0.018953467638120055,2.088189861763074,2873,0.142359902540898,False,True,False,full_2015,bonds
RU000A109QN4,408,408,2024-10-07,2026-05-15,0.004901960784313725,0.011969002059413123,0.0212055381770427,0.05546380494073839,0.008888032432953899,3.363170182991416,2873,0.14201183431952663,False,True,False,full_2015,bonds
RU000A109NC4,407,407,2024-10-08,2026-05-15,0.0,0.06402301819940212,0.0879505809378242,0.19662835085901487,0.0646200742235278,4.360844257469451,2873,0.14166376609815523,False,True,False,full_2015,bonds
RU000A109R50,406,406,2024-10-09,2026-05-15,0.0,0.04115213766029006,0.121038065959922,0.195219218250624,0.037028550279084506,1.961304186389216,2873,0.14131569787678386,False,True,False,full_2015,bonds
RU000A109RF8,406,406,2024-10-09,2026-05-15,0.0,0.030649593812826437,0.0693545735191623,0.11370669216887026,0.0242582179478938,1.1485259340468874,2873,0.14131569787678386,False,True,False,full_2015,bonds
RU000A1067N2,406,406,2024-10-09,2026-05-15,0.9236453201970444,0.01559331373415995,0.173407335004613,0.1759413822266453,0.0013143130574673006,,2873,0.14131569787678386,False,True,False,full_2015,bonds
RU000A109R19,405,405,2024-10-10,2026-05-15,0.0,0.06204600273278207,0.275619643488568,0.36812686838941605,0.06877442415103541,1.534603011418361,2873,0.14096762965541246,False,True,False,full_2015,bonds
RU000A109PP1,405,405,2024-10-10,2026-05-15,0.0024691358024691358,0.01715305526093065,0.0254361904271224,0.07212487580795282,0.013810196475747478,1.467059160949812,2873,0.14096762965541246,False,True,False,full_2015,bonds
RU000A109RR3,404,404,2024-10-11,2026-05-15,0.0,0.01967864586200649,0.0280555768383469,0.0993321489462091,0.01550294970140332,2.5301031979612154,2873,0.14061956143404108,False,True,False,full_2015,bonds
RU000A109S91,403,403,2024-10-14,2026-05-15,0.0,0.01572188416962581,0.0233382467737074,0.07206633508623712,0.012956495933956874,2.8160815542530617,2873,0.14027149321266968,False,True,False,full_2015,bonds
RU000A108RM6,402,402,2024-10-15,2026-05-15,0.0,0.13075356451663284,0.161953985894028,0.3829149122744147,0.09242336500945547,,2873,0.13992342499129828,False,True,False,full_2015,bonds
RU000A109SM2,401,401,2024-10-16,2026-05-15,0.0,0.0296809247702523,0.14324998193783,0.1522468612796063,0.03104891423141235,1.672108865000369,2873,0.1395753567699269,False,True,False,full_2015,bonds
RU000A109SP5,401,401,2024-10-16,2026-05-15,0.0,0.023598660405579,0.0653322000440173,0.11291161461469387,0.02313182912391516,2.191236622081218,2873,0.1395753567699269,False,True,False,full_2015,bonds
RU000A109T41,399,399,2024-10-18,2026-05-15,0.0,0.012150421488021344,0.030944498379614,0.06421647518158978,0.01275199750377182,2.1075826886396287,2873,0.13887922032718414,False,True,False,full_2015,bonds
RU000A109T74,399,399,2024-10-18,2026-05-15,0.0,0.04458876230226505,0.055104518577848,0.12202664650256599,0.038378043371843015,1.069480561844028,2873,0.13887922032718414,False,True,False,full_2015,bonds
RU000A109SZ4,399,399,2024-10-18,2026-05-15,0.002506265664160401,0.010528830043748567,0.0168289397948667,0.04377937655883827,0.008073337009479103,1.4580549161904168,2873,0.13887922032718414,False,True,False,full_2015,bonds
RU000A109TF4,398,398,2024-10-21,2026-05-15,0.0,0.028209289573821808,0.035488872006379,0.09713328200386151,0.02179258903821362,1.1658655395659454,2873,0.13853115210581274,False,True,False,full_2015,bonds
RU000A109TG2,398,398,2024-10-21,2026-05-15,0.002512562814070352,0.02714655245878217,0.0560956506233358,0.11020186263389888,0.02434267178312677,2.281904721858138,2873,0.13853115210581274,False,True,False,full_2015,bonds
RU000A109TJ6,398,398,2024-10-21,2026-05-15,0.002512562814070352,0.00498628057072421,0.0152764898483871,0.030359768574117593,0.004434848105187019,2.2282786594899764,2873,0.13853115210581274,False,True,False,full_2015,bonds
RU000A109TW9,396,396,2024-10-23,2026-05-15,0.0025252525252525255,0.012408545836835193,0.0168884563098177,0.058275285190705704,0.010094811664080643,2.7038160873478954,2873,0.13783501566306997,False,True,False,full_2015,bonds
RU000A109U97,396,396,2024-10-23,2026-05-15,0.0025252525252525255,0.017850305534826617,0.0327701049852485,0.08118557332564585,0.01771806708500539,2.770671081235376,2873,0.13783501566306997,False,True,False,full_2015,bonds
RU000A109UD7,395,395,2024-10-24,2026-05-15,0.0,0.009013693103235913,0.013169825417811,0.039064465961180905,0.006815900919630573,3.8202755685551426,2873,0.13748694744169856,False,True,False,full_2015,bonds
RU000A109UE5,395,395,2024-10-24,2026-05-15,0.0,0.08825260148313271,0.125261336336132,0.4554467805104438,0.08438414084136243,5.675827381647827,2873,0.13748694744169856,False,True,False,full_2015,bonds
RU000A109VJ2,393,393,2024-10-28,2026-05-15,0.0,0.011110970367020342,0.0145608068063279,0.056058356303877586,0.008754275322696459,3.8504511914366732,2873,0.1367908109989558,False,True,False,full_2015,bonds
RU000A109VL8,393,393,2024-10-28,2026-05-15,0.0,0.006345465495223522,0.00767633550291659,0.02683683986658521,0.004151659222372395,2.5447784856417646,2873,0.1367908109989558,False,True,False,full_2015,bonds
RU000A109VM6,393,393,2024-10-28,2026-05-15,0.005089058524173028,0.007177267183814845,0.00973854391004053,0.030412466944575067,0.0047491092124767225,2.9304467317161134,2873,0.1367908109989558,False,True,False,full_2015,bonds
