market,period,tradedate,window,horizon,tail_prob,n_assets,window_rows,future_rows,dq_es,dr_es_concentration,current_es,current_var,current_rv_ann,current_hill_alpha,future_es,future_var,future_rv_ann,future_mdd,future_cum_log_return,future_tail_event,assets
shares,full_2015,2025-05-26,252,63,0.05,80,252,63,0.08558483945992107,0.7133390330441937,0.037909243726853364,0.0304478254566153,0.26741188798050364,5.224196130769943,0.025425835775416596,0.0206988905436594,0.17680554201810394,0.07796314471303989,0.06525612722219287,0,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2025-06-25,252,63,0.05,80,252,63,0.08778865796124374,0.7050323081561967,0.03658268224750905,0.02649619469676048,0.25935527802642405,4.692379417859854,0.023952540187421725,0.01940274998482129,0.17145789213598991,0.0706887249810263,0.02507352964606241,1,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2025-07-24,252,63,0.05,80,252,63,0.0877411711445285,0.6739326193550592,0.034987213826844096,0.02635379925733805,0.2541418050013276,4.066694283218881,0.024514633643880207,0.01940274998482129,0.19655812543883577,0.16889958859040044,-0.04333784728261532,1,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2025-08-22,252,63,0.05,80,252,63,0.08915374830461893,0.6546307327157732,0.033458383969918654,0.024378846752155143,0.2456401042208134,3.3950579465261614,0.028577698485885036,0.022748076209867296,0.19780083154550676,0.16535843199353017,-0.133701786564319,1,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2025-09-22,252,63,0.05,80,252,63,0.07936507936507936,0.6313897285994575,0.030403353768401736,0.02325133747197702,0.2293663834219539,3.8052955650502454,0.02857769848588504,0.022748076209867296,0.20084263174483785,0.10223190198972643,-0.013243653663278449,1,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2025-10-21,252,63,0.05,80,252,63,0.07936507936507936,0.6231977904576296,0.031285797451145465,0.02356143778829357,0.23810528871900208,4.018019513237633,0.02251029536045498,0.011400434101919578,0.1437576141824122,0.0507373606196333,0.055176332583889626,1,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2025-11-19,252,63,0.05,80,252,63,0.07936507936507936,0.6163355058363821,0.0303872448695547,0.023028932039886648,0.2311536812273583,3.814061280326949,0.012839292338704506,0.008282522224868478,0.11408885160661272,0.03758996086590216,0.11089205172554589,0,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2025-12-18,252,63,0.05,80,252,63,0.07936507936507936,0.6019353634342753,0.027703281512645964,0.021382886645813136,0.20588563303948562,4.059024676289039,0.012915431809089963,0.008295695117677183,0.09759139871993432,0.07105165885247855,-0.004205154204183586,1,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2026-01-22,252,63,0.05,80,252,63,0.07936507936507936,0.6015386924595187,0.027703281512645957,0.021274188054654843,0.19567518488452545,4.059024676289039,0.01575498051539905,0.01115817569512831,0.10040816810442721,0.11058608643229584,-0.0595291475718372,1,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2017-01-05,504,21,0.025,80,504,21,0.07936507936507936,0.3381990266299221,0.021006356047629647,0.014085804534193731,0.12216344195285533,2.534750297334796,0.005639600905838536,0.0049930256244036225,0.08214371672782408,0.00966147522063976,0.03355015679838242,0,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2017-02-03,504,21,0.025,80,504,21,0.07936507936507936,0.3328686045218042,0.020381477388429763,0.013484979587579913,0.11797656256691383,2.4110922168832882,0.022964766625182136,0.018319242359082846,0.13960437101599957,0.07578546730062163,-0.048239224535451826,1,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2017-03-07,504,21,0.025,80,504,21,0.07936507936507936,0.3470752691245397,0.021078777681686364,0.014085804534193731,0.115627082476608,2.7731235243314702,0.048287371294287625,0.03307211133291998,0.21381030317668903,0.04714007686031518,-0.01796703411633505,1,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2017-04-06,504,21,0.025,80,504,21,0.07936507936507936,0.36660461745201234,0.022043544652680398,0.014085804534193731,0.11453754312098184,2.6025488413934696,0.02517751528493189,0.021015666138432233,0.16280194924969668,0.062351151285861994,-0.03409486332950589,1,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2017-05-10,504,21,0.025,80,504,21,0.07936507936507936,0.38014803912479483,0.022952084968922835,0.014498627925247528,0.11595576301653956,2.412331810577388,0.01146229316936469,0.010221312659840227,0.0861623748106875,0.04099917943229037,-0.035389841368995006,0,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2017-06-08,504,21,0.025,80,504,21,0.07936507936507936,0.3790658206959518,0.022952084968922835,0.014498627925247528,0.11582291589373396,2.412331810577388,0.016317623069837615,0.01466275898947841,0.1016197188897101,0.029334320236550027,0.026589631894195442,1,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2017-07-10,504,21,0.025,80,504,21,0.07936507936507936,0.38344490278679705,0.023075225459068507,0.015209517752530436,0.11605083697447469,2.545907909502695,0.01078552512826978,0.008386591566612927,0.09404284249835788,0.012039289919279939,0.045627193944366096,0,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2017-08-08,504,21,0.025,80,504,21,0.07936507936507936,0.3833240314054806,0.023075225459068503,0.015209517752530436,0.11516489133419967,2.5459079095026955,0.00600911555436237,0.004353444541867064,0.07775586424922458,0.005991096929555351,0.05676248093177123,0,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2017-09-06,504,21,0.025,80,504,21,0.07936507936507936,0.3704420458119308,0.02189677106754914,0.014498627925247528,0.11151915885216784,2.581603495145019,0.005490593016905911,0.003800123070125945,0.054159769690952445,0.0054755472603705835,0.04576055525830711,0,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2017-10-05,504,21,0.025,80,504,21,0.07936507936507936,0.37646063092398635,0.021646209040800387,0.013574230181511486,0.10847197019711233,2.393958962272456,0.01204003505214366,0.01057747015636408,0.08417864609583914,0.0310368399065738,-0.0024663014381604677,0,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2017-11-03,504,21,0.025,80,504,21,0.07936507936507936,0.3780765421706558,0.021646209040800387,0.013574230181511486,0.10908780347576329,2.393958962272456,0.01790094225853486,0.014069734161410236,0.10750625182196205,0.03522989773146079,-0.00595157172675694,1,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2017-12-05,504,21,0.025,80,504,21,0.07936507936507936,0.3771915011362369,0.021329426716987208,0.013574230181511486,0.10816866728444154,2.481831227110104,0.012432322865400754,0.010395256737005868,0.10858660827096155,0.02924350415213639,0.023978915484698108,0,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2018-01-05,504,21,0.025,80,504,21,0.07936507936507936,0.3765446331069253,0.021329426716987208,0.013574230181511486,0.1080622215213201,2.481831227110104,0.009312649014205848,0.006758222215006116,0.07132423881846114,0.016884039029310016,0.02080511212299685,0,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2018-02-06,504,21,0.025,80,504,21,0.07936507936507936,0.3491779934458887,0.019425905278130547,0.012970591495129004,0.10323585798587738,2.8383010936644766,0.02467713519550085,0.017524881511252158,0.12532882634590145,0.014196970752244131,-0.00038485595973781865,1,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2018-03-09,504,21,0.025,80,504,21,0.07936507936507936,0.3662158764760159,0.020323539146313747,0.013217335218999593,0.10463865076543857,2.7920410469730004,0.010057367086229018,0.009398128062282768,0.0787866460256471,0.02080045554576715,-0.010491583654053355,0,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2018-04-09,504,21,0.025,80,504,21,0.07936507936507936,0.3706095279453772,0.020323539146313747,0.013217335218999593,0.10435645840199391,2.7920410469730004,0.06588049212329279,0.036829643934130005,0.2626526164670534,0.012022596700067667,0.0023308072503907644,1,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2018-05-08,504,21,0.025,80,504,21,0.14105662819772385,0.4341987947878316,0.024352754260547844,0.013574230181511486,0.11471061245486372,2.132020622828062,0.008067209911902653,0.007468126036691685,0.05635788477423415,0.029776589105881435,-0.013698925859353091,0,"AFKS,AKRN,ALRS,APTK,BANE,BANEP,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,HYDR,IRKT,KMAZ,KMEZ,KROT,KZOS,KZOSP,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MGTSP,MOEX,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MTLR,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PMSBP,RASP,ROSN,ROST,RTKM,RTKMP,SARE,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSB,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKBP,TRMK,TTLK,UNAC,USBN,UTAR,VSMO,YKEN"
