market,period,tradedate,window,horizon,tail_prob,tail_group,group_mean_alpha,n_assets,current_es,current_rv_ann,future_es,future_rv_ann,future_mdd,future_cum_log_return,assets
shares,full_2015,2016-01-06,252,21,0.025,tail_group_1,2.3403077523097657,27,0.027490367115563352,0.18526192116290718,0.025867439591947407,0.17760337292455303,0.05468871193536584,-0.0012606432050139308,"AFKS,APTK,BSPB,CHMK,FESH,KMAZ,KMEZ,LNZL,MGNT,MRKC,MRKZ,MTLR,MTSS,NKNC,NKNCP,PMSBP,SBERP,SELG,SIBN,SNGSP,STSB,STSBP,SVAV,TGKB,TGKBP,UNAC,USBN"
shares,full_2015,2016-01-06,252,21,0.025,tail_group_2,3.445196795033833,26,0.025492856810832475,0.16347780697636807,0.03259877958090009,0.18727678809987858,0.06895550902765435,0.0017579102984617851,"AKRN,BANEP,DIOD,FEES,GAZP,IRKT,KZOSP,LNZLP,LSNG,LSRG,MGTSP,MOEX,MRKK,MRKY,MSNG,OGKB,PHOR,RASP,ROST,RTKM,SARE,SBER,TATNP,TGKA,UTAR,YKEN"
shares,full_2015,2016-01-06,252,21,0.025,tail_group_3,5.251541508625417,27,0.020865012977310835,0.13691396113824136,0.029126496522324966,0.18662385405197934,0.054664494460748614,0.04022298514372951,"ALRS,BANE,CHMF,DVEC,GCHE,HYDR,KROT,KZOS,LKOH,LSNGP,MAGN,MRKP,MRKS,MRKU,MRKV,MVID,NLMK,NMTP,NVTK,PIKK,ROSN,RTKMP,SNGS,TATN,TRMK,TTLK,VSMO"
shares,full_2015,2016-02-08,252,21,0.025,tail_group_1,2.3300951566047003,27,0.02654564512557846,0.16455866677137151,0.009010074710297208,0.11385425194539259,0.00920835195040226,0.05914289940420651,"AFKS,AKRN,APTK,BSPB,IRKT,KMAZ,KMEZ,LNZL,LSRG,MGNT,MGTSP,MRKC,MRKZ,MTLR,NKNC,NKNCP,PMSBP,SBERP,SELG,SIBN,SNGSP,STSB,STSBP,SVAV,TGKA,UNAC,USBN"
shares,full_2015,2016-02-08,252,21,0.025,tail_group_2,3.3094508177214967,26,0.028234728988800212,0.17169326433376841,0.01694536277514987,0.120022946202841,0.016802597655053098,0.0362265662429772,"CHMK,DIOD,FEES,FESH,GAZP,HYDR,KROT,KZOSP,LNZLP,MRKS,MRKU,MRKY,MTSS,MVID,NMTP,OGKB,PHOR,RASP,ROSN,ROST,RTKM,SBER,TATNP,TGKB,TGKBP,UTAR"
shares,full_2015,2016-02-08,252,21,0.025,tail_group_3,4.782848617654171,27,0.025151451737506873,0.15035403793190852,0.012180967674237618,0.09950683597728993,0.017703168789512613,0.03553534007946575,"ALRS,BANE,BANEP,CHMF,DVEC,GCHE,KZOS,LKOH,LSNG,LSNGP,MAGN,MOEX,MRKK,MRKP,MRKV,MSNG,NLMK,NVTK,PIKK,RTKMP,SARE,SNGS,TATN,TRMK,TTLK,VSMO,YKEN"
shares,full_2015,2016-03-09,252,21,0.025,tail_group_1,2.3637459480423266,27,0.02676135769313336,0.16061836341987507,0.014808683744223698,0.09837730663755082,0.02321308183534221,0.011722260288864254,"AFKS,AKRN,APTK,BSPB,CHMK,DIOD,GAZP,IRKT,KMAZ,KMEZ,LNZL,LSRG,MRKC,MRKZ,MTLR,MVID,NKNC,NKNCP,PMSBP,SELG,SNGSP,STSB,STSBP,SVAV,TGKA,UNAC,USBN"
shares,full_2015,2016-03-09,252,21,0.025,tail_group_2,3.273534562490774,26,0.029101371633241026,0.16341330596499312,0.017870011702892416,0.16001479100491695,0.01771128990349158,0.08208866014191388,"FEES,FESH,HYDR,KROT,KZOSP,LKOH,LNZLP,MGNT,MGTSP,MOEX,MRKY,MSNG,MTSS,NMTP,OGKB,PHOR,RASP,ROST,RTKM,SBER,SBERP,TATN,TGKB,TGKBP,UTAR,YKEN"
shares,full_2015,2016-03-09,252,21,0.025,tail_group_3,4.792868753101586,27,0.02293253812265429,0.13790382725068,0.007292180045466414,0.0928695850348143,0.010698037324893162,0.05955734723498863,"ALRS,BANE,BANEP,CHMF,DVEC,GCHE,KZOS,LSNG,LSNGP,MAGN,MRKK,MRKP,MRKS,MRKU,MRKV,NLMK,NVTK,PIKK,ROSN,RTKMP,SARE,SIBN,SNGS,TATNP,TRMK,TTLK,VSMO"
shares,full_2015,2016-04-07,252,21,0.025,tail_group_1,2.272632287942965,27,0.02453797158253575,0.15196530990557014,0.01882041778738691,0.17152231284257258,0.04687082914655738,0.0036287859616624587,"AFKS,APTK,DIOD,IRKT,KMAZ,KMEZ,LNZL,LNZLP,LSRG,MGNT,MRKU,MTSS,MVID,NKNC,NKNCP,PIKK,PMSBP,SARE,SELG,SNGSP,STSB,STSBP,SVAV,UNAC,USBN,UTAR,YKEN"
shares,full_2015,2016-04-07,252,21,0.025,tail_group_2,3.115028137305421,26,0.027500657276953475,0.16215165737002815,0.011914272395969157,0.11062273125554437,0.032669182262897944,-0.011468783024504138,"AKRN,ALRS,BSPB,CHMK,FESH,GAZP,HYDR,LSNG,MGTSP,MRKC,MRKK,MRKV,MRKY,MRKZ,MTLR,OGKB,RASP,RTKM,RTKMP,SBER,SBERP,SNGS,TATN,TGKB,TGKBP,TRMK"
shares,full_2015,2016-04-07,252,21,0.025,tail_group_3,4.771234406287911,27,0.01811249175033929,0.11590108675449368,0.013003739247310245,0.10464539094782045,0.02514074883167483,0.004003493628909937,"BANE,BANEP,CHMF,DVEC,FEES,GCHE,KROT,KZOS,KZOSP,LKOH,LSNGP,MAGN,MOEX,MRKP,MRKS,MSNG,NLMK,NMTP,NVTK,PHOR,ROSN,ROST,SIBN,TATNP,TGKA,TTLK,VSMO"
shares,full_2015,2016-05-11,252,21,0.025,tail_group_1,2.209777156578081,27,0.0241743684738501,0.15368625926908613,0.005425743446996265,0.05576528242321425,0.008445384564375602,-0.00023362789030643549,"AFKS,AKRN,APTK,DIOD,IRKT,KMEZ,KZOSP,LNZL,LNZLP,MRKK,MRKU,MTSS,MVID,NKNC,NKNCP,NMTP,PIKK,PMSBP,SARE,SELG,SNGSP,STSB,STSBP,TATN,UNAC,USBN,YKEN"
shares,full_2015,2016-05-11,252,21,0.025,tail_group_2,3.0580381662794474,26,0.025977461503381576,0.14192383925733107,0.0068820641624901275,0.10500779435120772,0.017752307590599425,0.023280187645468332,"ALRS,CHMK,FEES,GAZP,HYDR,KMAZ,LSNG,LSRG,MGNT,MGTSP,MOEX,MRKC,MRKV,MRKZ,PHOR,RASP,SBER,SBERP,SIBN,SNGS,SVAV,TGKA,TGKB,TRMK,TTLK,UTAR"
shares,full_2015,2016-05-11,252,21,0.025,tail_group_3,4.2733789349104105,27,0.0197340582893849,0.12232024446936127,0.01042602637661023,0.1044868096003301,0.026077886926505922,0.0028296731034041377,"BANE,BANEP,BSPB,CHMF,DVEC,FESH,GCHE,KROT,KZOS,LKOH,LSNGP,MAGN,MRKP,MRKS,MRKY,MSNG,MTLR,NLMK,NVTK,OGKB,ROSN,ROST,RTKM,RTKMP,TATNP,TGKBP,VSMO"
shares,full_2015,2016-06-09,252,21,0.025,tail_group_1,2.1980824803769496,27,0.025039111110954772,0.14810223991165797,0.008442674394541768,0.08446122282642483,0.03533483516845426,-0.03736817723763762,"AFKS,AKRN,APTK,DIOD,FEES,IRKT,LNZL,LNZLP,MOEX,MRKC,MRKK,MRKU,MRKZ,MTSS,MVID,NKNC,NKNCP,PHOR,PMSBP,SARE,SELG,STSB,STSBP,SVAV,UNAC,USBN,VSMO"
shares,full_2015,2016-06-09,252,21,0.025,tail_group_2,3.0112070310572294,26,0.025341522348778678,0.13654410928827443,0.013213851963439374,0.10476691666914029,0.028877715262835668,-0.019726338002408424,"BANE,CHMK,DVEC,FESH,GAZP,HYDR,KMAZ,KMEZ,KROT,LSNG,LSRG,MGNT,MGTSP,MRKY,NMTP,PIKK,RASP,SBER,SBERP,SNGS,TGKA,TGKB,TRMK,TTLK,UTAR,YKEN"
shares,full_2015,2016-06-09,252,21,0.025,tail_group_3,4.4161855251350515,27,0.019649505552297778,0.12870480681397978,0.013227658448078411,0.1216117509456206,0.03454754501624746,-0.007486030592826223,"ALRS,BANEP,BSPB,CHMF,GCHE,KZOS,KZOSP,LKOH,LSNGP,MAGN,MRKP,MRKS,MRKV,MSNG,MTLR,NLMK,NVTK,OGKB,ROSN,ROST,RTKM,RTKMP,SIBN,SNGSP,TATN,TATNP,TGKBP"
shares,full_2015,2016-07-11,252,21,0.025,tail_group_1,2.079364073775897,27,0.025820808654442473,0.14232448449239818,0.009998405369616752,0.10736798771485953,0.00994858748602756,0.07404593383828237,"AFKS,APTK,BANE,DIOD,FEES,HYDR,IRKT,KMAZ,LNZL,LNZLP,LSNG,MOEX,MRKK,MRKU,MRKZ,MVID,NKNC,NKNCP,PMSBP,SARE,SELG,STSB,STSBP,SVAV,TRMK,UNAC,UTAR"
shares,full_2015,2016-07-11,252,21,0.025,tail_group_2,3.02908829801773,26,0.024031479725448446,0.13568261451156205,0.015528001211645822,0.11674846297028779,0.01594528735899492,0.1012579589774637,"AKRN,CHMK,DVEC,FESH,GAZP,GCHE,KMEZ,KZOS,LKOH,LSRG,MGNT,MRKC,MRKP,MRKY,MTSS,PHOR,PIKK,RASP,SBER,SBERP,TGKA,TGKB,TTLK,USBN,VSMO,YKEN"
shares,full_2015,2016-07-11,252,21,0.025,tail_group_3,4.316098197857244,27,0.020174381936909964,0.1294465672433022,0.005463808156547893,0.07961378391165184,0.00612940324386102,0.08100018988312153,"ALRS,BANEP,BSPB,CHMF,KROT,KZOSP,LSNGP,MAGN,MGTSP,MRKS,MRKV,MSNG,MTLR,NLMK,NMTP,NVTK,OGKB,ROSN,ROST,RTKM,RTKMP,SIBN,SNGS,SNGSP,TATN,TATNP,TGKBP"
shares,full_2015,2016-08-09,252,21,0.025,tail_group_1,2.0840459429535803,27,0.025251853784584336,0.14074870696685218,0.009521194379522875,0.07764218302756463,0.011454837696876718,0.0773399188787153,"AFKS,APTK,BANE,DIOD,FEES,HYDR,IRKT,KROT,LNZL,LSNG,LSRG,MGTSP,MOEX,MRKK,MRKY,MVID,NKNC,NKNCP,PMSBP,SARE,SELG,STSB,STSBP,SVAV,TTLK,UNAC,UTAR"
shares,full_2015,2016-08-09,252,21,0.025,tail_group_2,3.0394980123746462,26,0.02432745653605849,0.13589486583876062,0.004255507366147905,0.07275142671476521,0.0042464655250969985,0.058139744837525195,"AKRN,CHMK,DVEC,FESH,GAZP,KMAZ,KZOS,MGNT,MRKP,MRKZ,MTLR,MTSS,NMTP,PHOR,PIKK,RASP,SBER,SBERP,SNGSP,TATN,TGKA,TGKB,TRMK,USBN,VSMO,YKEN"
shares,full_2015,2016-08-09,252,21,0.025,tail_group_3,4.37332036214981,27,0.019260152870014872,0.12360353473522413,0.009960139847431314,0.08832953269425867,0.011270461200983184,0.03342575324191343,"ALRS,BANEP,BSPB,CHMF,GCHE,KMEZ,KZOSP,LKOH,LNZLP,LSNGP,MAGN,MRKC,MRKS,MRKU,MRKV,MSNG,NLMK,NVTK,OGKB,ROSN,ROST,RTKM,RTKMP,SIBN,SNGS,TATNP,TGKBP"
shares,full_2015,2016-09-07,252,21,0.025,tail_group_1,2.0524941637996728,27,0.023649828777325677,0.14282368124010386,0.013049719105493303,0.10466376172372444,0.0400476810524143,-0.0061373447229540815,"AFKS,APTK,BANE,DIOD,FEES,HYDR,IRKT,LNZL,LSNG,LSRG,MGTSP,MRKK,MRKU,MVID,NKNCP,PIKK,PMSBP,SARE,SELG,STSB,STSBP,SVAV,UNAC,USBN,UTAR,VSMO,YKEN"
shares,full_2015,2016-09-07,252,21,0.025,tail_group_2,3.05930356947665,26,0.020262789683183773,0.11524367478578644,0.013381163205311736,0.091094825736751,0.015274535718434401,0.017737356004021168,"AKRN,CHMK,DVEC,GAZP,KMAZ,KROT,LNZLP,MGNT,MOEX,MRKP,MRKY,MRKZ,MTSS,NKNC,NMTP,PHOR,RASP,ROST,SBER,SBERP,SIBN,SNGSP,TATN,TGKB,TRMK,TTLK"
shares,full_2015,2016-09-07,252,21,0.025,tail_group_3,4.46595453271918,27,0.017797267075591587,0.11708616695082813,0.01393754965360702,0.09131314382629882,0.035164858237466845,-0.02525905098354942,"ALRS,BANEP,BSPB,CHMF,FESH,GCHE,KMEZ,KZOS,KZOSP,LKOH,LSNGP,MAGN,MRKC,MRKS,MRKV,MSNG,MTLR,NLMK,NVTK,OGKB,ROSN,RTKM,RTKMP,SNGS,TATNP,TGKA,TGKBP"
shares,full_2015,2016-10-06,252,21,0.025,tail_group_1,2.177593583991163,27,0.01958766750974606,0.1257395286800925,0.006742004969798774,0.06125095061405434,0.020082162558963,0.003159265468270353,"AFKS,APTK,BANE,DIOD,GAZP,HYDR,IRKT,KMAZ,LNZL,LNZLP,LSNG,LSRG,MGTSP,MOEX,MRKK,MRKP,NKNCP,PIKK,PMSBP,SARE,SELG,STSBP,TTLK,UNAC,USBN,UTAR,YKEN"
shares,full_2015,2016-10-06,252,21,0.025,tail_group_2,3.0862931081303864,26,0.021517710895632793,0.1256730629027372,0.009953996646640062,0.10405827572666154,0.015519743809303987,0.037260946204776574,"AKRN,CHMK,DVEC,FEES,FESH,KZOSP,LKOH,MGNT,MRKV,MRKY,MRKZ,MTLR,MTSS,MVID,NMTP,OGKB,PHOR,RASP,SBER,SBERP,SNGSP,STSB,SVAV,TATN,TGKB,TRMK"
shares,full_2015,2016-10-06,252,21,0.025,tail_group_3,4.498538970534606,27,0.015484083428620869,0.10385272121934833,0.010170390946101575,0.08298094445592626,0.02167048634612523,0.007293649570810174,"ALRS,BANEP,BSPB,CHMF,GCHE,KMEZ,KROT,KZOS,LSNGP,MAGN,MRKC,MRKS,MRKU,MSNG,NKNC,NLMK,NVTK,ROSN,ROST,RTKM,RTKMP,SIBN,SNGS,TATNP,TGKA,TGKBP,VSMO"
shares,full_2015,2016-11-07,252,21,0.025,tail_group_1,2.215019601759586,27,0.018557100253925766,0.1215839088848486,0.009250420678479603,0.0868032402881736,0.008162314360443568,0.05432928895192046,"AFKS,APTK,DIOD,DVEC,GAZP,HYDR,IRKT,LNZL,LNZLP,LSNG,LSRG,MGTSP,MOEX,MRKP,MVID,NKNCP,PIKK,PMSBP,SARE,SBER,SELG,STSBP,TGKBP,TTLK,UNAC,USBN,UTAR"
shares,full_2015,2016-11-07,252,21,0.025,tail_group_2,3.051884744129178,26,0.017835572335675808,0.11845106368451443,0.005930508999582772,0.1006576393766176,0.005912958243198263,0.09840415008022844,"AKRN,BANE,BANEP,CHMK,FEES,FESH,KZOS,KZOSP,LSNGP,MGNT,MRKK,MRKY,MTLR,MTSS,NMTP,OGKB,ROST,SBERP,SNGSP,STSB,SVAV,TATN,TGKB,TRMK,VSMO,YKEN"
shares,full_2015,2016-11-07,252,21,0.025,tail_group_3,4.352646058580431,27,0.01899823394341476,0.11265793722896535,0.006979210548373955,0.09758751406023146,0.006954912418550285,0.0942515362060708,"ALRS,BSPB,CHMF,GCHE,KMAZ,KMEZ,KROT,LKOH,MAGN,MRKC,MRKS,MRKU,MRKV,MRKZ,MSNG,NKNC,NLMK,NVTK,PHOR,RASP,ROSN,RTKM,RTKMP,SIBN,SNGS,TATNP,TGKA"
shares,full_2015,2016-12-06,252,21,0.025,tail_group_1,2.2027997238497017,27,0.01792585132906935,0.10730427651565799,0.010782089519345254,0.1005200230938489,0.03403813527238242,0.010505280963187747,"AFKS,APTK,BANE,CHMK,DIOD,DVEC,FEES,IRKT,KMAZ,LNZL,LNZLP,LSRG,MGTSP,MOEX,MRKP,MVID,NKNCP,PIKK,PMSBP,SARE,SBER,SBERP,SELG,TTLK,UNAC,USBN,UTAR"
shares,full_2015,2016-12-06,252,21,0.025,tail_group_2,2.931203035241693,26,0.017663250581798687,0.10948958737381503,0.016738899980825648,0.12070137380321426,0.03834715265913591,0.015505271432046186,"AKRN,BANEP,BSPB,FESH,GAZP,HYDR,KMEZ,KZOSP,LSNG,LSNGP,MRKK,MRKY,MTSS,NKNC,NVTK,OGKB,PHOR,ROST,RTKM,SNGSP,STSB,STSBP,TGKBP,TRMK,VSMO,YKEN"
shares,full_2015,2016-12-06,252,21,0.025,tail_group_3,4.133939594390823,27,0.017719599497243277,0.12321547380559532,0.02110796908208253,0.18236768505975612,0.04588299298154519,0.08761187835779326,"ALRS,CHMF,GCHE,KROT,KZOS,LKOH,MAGN,MGNT,MRKC,MRKS,MRKU,MRKV,MRKZ,MSNG,MTLR,NLMK,NMTP,RASP,ROSN,RTKMP,SIBN,SNGS,SVAV,TATN,TATNP,TGKA,TGKB"
shares,full_2015,2017-01-05,252,21,0.025,tail_group_1,2.121763672005931,27,0.018007365108091117,0.11219986171143091,0.006563981135134435,0.08061028124042607,0.007002609856338604,0.02435202766981267,"APTK,BANE,DIOD,DVEC,FEES,IRKT,KZOS,KZOSP,LNZL,LSRG,MGNT,MGTSP,MOEX,MRKK,MRKP,MSNG,MVID,NKNC,NKNCP,PIKK,PMSBP,SARE,SBER,TGKA,TTLK,UNAC,USBN"
shares,full_2015,2017-01-05,252,21,0.025,tail_group_2,2.7796278307987645,26,0.01967014720298092,0.12287306461028451,0.00766136315273621,0.08903157961130384,0.01085314034266982,0.044419068570423624,"AFKS,BANEP,CHMK,HYDR,KMAZ,LKOH,LNZLP,MRKS,MRKY,MRKZ,MTSS,NVTK,OGKB,RASP,ROST,RTKM,RTKMP,SBERP,SELG,SNGSP,STSBP,TATNP,TGKBP,TRMK,VSMO,YKEN"
shares,full_2015,2017-01-05,252,21,0.025,tail_group_3,3.9961278058956187,27,0.01588143353920716,0.10993486596028718,0.008261455885493488,0.11021708343120994,0.01899178101397947,0.03228192644276436,"AKRN,ALRS,BSPB,CHMF,FESH,GAZP,GCHE,KMEZ,KROT,LSNG,LSNGP,MAGN,MRKC,MRKU,MRKV,MTLR,NLMK,NMTP,PHOR,ROSN,SIBN,SNGS,STSB,SVAV,TATN,TGKB,UTAR"
shares,full_2015,2017-02-03,252,21,0.025,tail_group_1,2.131322445722166,27,0.013511834692789496,0.10730835099463824,0.020253228839611597,0.13129106520371273,0.07058339260917468,-0.04066069414973775,"APTK,BANE,BSPB,CHMK,DIOD,DVEC,FEES,IRKT,KZOS,KZOSP,LNZL,LNZLP,MGTSP,MRKK,MRKP,MRKY,MSNG,MTSS,NKNC,NKNCP,PIKK,SARE,SELG,STSBP,TGKBP,UNAC,USBN"
shares,full_2015,2017-02-03,252,21,0.025,tail_group_2,2.986872863845397,26,0.014545082013566982,0.10763028895179422,0.02707578855879238,0.13323105582519243,0.08781379019788671,-0.07645606653019442,"AFKS,BANEP,CHMF,HYDR,KMAZ,LSNGP,MGNT,MOEX,MRKS,MRKZ,MTLR,MVID,NLMK,OGKB,PHOR,PMSBP,RASP,SBER,SBERP,SNGSP,STSB,SVAV,TRMK,TTLK,VSMO,YKEN"
shares,full_2015,2017-02-03,252,21,0.025,tail_group_3,4.401207817301356,27,0.012760716419843488,0.10506759541155188,0.021717542548757615,0.18397025239976286,0.08426589176072674,-0.028645981148450853,"AKRN,ALRS,FESH,GAZP,GCHE,KMEZ,KROT,LKOH,LSNG,LSRG,MAGN,MRKC,MRKU,MRKV,NMTP,NVTK,ROSN,ROST,RTKM,RTKMP,SIBN,SNGS,TATN,TATNP,TGKA,TGKB,UTAR"
shares,full_2015,2017-03-07,252,21,0.025,tail_group_1,2.117603096467057,27,0.016218670706196103,0.10942090300828847,0.05874381861894757,0.2500008195960712,0.05705169598380422,-0.02375426866404673,"APTK,CHMK,DIOD,IRKT,KZOS,KZOSP,LNZL,LNZLP,LSNG,MGTSP,MRKK,MRKP,MRKY,MSNG,MTSS,NKNC,NKNCP,OGKB,PHOR,PIKK,SARE,SBERP,STSBP,TGKBP,TTLK,UNAC,USBN"
shares,full_2015,2017-03-07,252,21,0.025,tail_group_2,3.063963347804157,26,0.01570462980472224,0.11045185082274661,0.04426466631046551,0.20432090236910455,0.04329928248664194,-0.014549199345932138,"BANE,BANEP,CHMF,DVEC,FEES,GCHE,KMAZ,KROT,LSNGP,MGNT,MOEX,MRKS,MRKZ,MTLR,MVID,NLMK,PMSBP,RASP,SBER,SELG,SNGSP,SVAV,TGKB,TRMK,VSMO,YKEN"
shares,full_2015,2017-03-07,252,21,0.025,tail_group_3,4.335311066346763,27,0.014493192545204802,0.10886393216137803,0.041704639879974865,0.20381602918224662,0.041100805345814284,-0.015471047866048375,"AFKS,AKRN,ALRS,BSPB,FESH,GAZP,HYDR,KMEZ,LKOH,LSRG,MAGN,MRKC,MRKU,MRKV,NMTP,NVTK,ROSN,ROST,RTKM,RTKMP,SIBN,SNGS,STSB,TATN,TATNP,TGKA,UTAR"
shares,full_2015,2017-04-06,252,21,0.025,tail_group_1,2.1308583735876128,27,0.027730625062796267,0.1396210590544316,0.026448454242420122,0.1721303337711012,0.06732092661302558,-0.033546475150822104,"APTK,CHMK,DIOD,DVEC,FEES,KZOS,KZOSP,LNZL,LSNG,LSNGP,MGTSP,MRKK,MRKP,MSNG,NKNC,NKNCP,PIKK,PMSBP,RASP,SARE,SBERP,STSBP,TGKB,TGKBP,TTLK,UNAC,USBN"
shares,full_2015,2017-04-06,252,21,0.025,tail_group_2,3.1690168696983725,26,0.01978108751751308,0.11701482441636954,0.02395283564551287,0.17741172294591936,0.06377451933392297,-0.034605009984716564,"AFKS,BANE,BANEP,BSPB,GCHE,IRKT,KMAZ,MGNT,MOEX,MRKC,MRKY,MRKZ,MTLR,MTSS,MVID,NLMK,OGKB,PHOR,RTKM,RTKMP,SBER,SIBN,SNGSP,SVAV,TATNP,TGKA"
shares,full_2015,2017-04-06,252,21,0.025,tail_group_3,4.219393509155818,27,0.018757324500454677,0.11878271436609811,0.025444080440477048,0.16578985629855914,0.06892720104587968,-0.034151999173542315,"AKRN,ALRS,CHMF,FESH,GAZP,HYDR,KMEZ,KROT,LKOH,LNZLP,LSRG,MAGN,MRKS,MRKU,MRKV,NMTP,NVTK,ROSN,ROST,SELG,SNGS,STSB,TATN,TRMK,UTAR,VSMO,YKEN"
shares,full_2015,2017-05-10,252,21,0.025,tail_group_1,2.1248195631666142,27,0.02978105763212008,0.1366805071388044,0.014436902552323723,0.11049484438464485,0.021507181914998452,-0.013796770497182562,"AFKS,CHMK,DIOD,DVEC,FEES,FESH,GCHE,KZOS,KZOSP,LNZL,LSNG,LSNGP,MGTSP,MRKP,MSNG,MTSS,NKNC,NKNCP,PIKK,PMSBP,RASP,SBERP,STSBP,TGKB,TGKBP,USBN,UTAR"
shares,full_2015,2017-05-10,252,21,0.025,tail_group_2,3.203665810745126,26,0.02027852973486108,0.12003898213830913,0.016611119222690707,0.09622472346251773,0.05922022837070229,-0.047644539040819216,"APTK,BANE,BANEP,BSPB,HYDR,IRKT,LSRG,MGNT,MOEX,MRKC,MRKU,MRKY,MRKZ,MVID,PHOR,RTKM,RTKMP,SARE,SBER,SELG,SIBN,SNGSP,SVAV,TGKA,TTLK,UNAC"
shares,full_2015,2017-05-10,252,21,0.025,tail_group_3,4.438130639323499,27,0.023296827805998732,0.13113092381710592,0.016227552116799698,0.11375279142006896,0.05266457299108396,-0.045182092260532276,"AKRN,ALRS,CHMF,GAZP,KMAZ,KMEZ,KROT,LKOH,LNZLP,MAGN,MRKK,MRKS,MRKV,MTLR,NLMK,NMTP,NVTK,OGKB,ROSN,ROST,SNGS,STSB,TATN,TATNP,TRMK,VSMO,YKEN"
shares,full_2015,2017-06-08,252,21,0.025,tail_group_1,2.0920748549485237,27,0.025495564948834603,0.12489979346803985,0.01721021055832649,0.10169888390455376,0.02726182742127181,-0.0014545834110274076,"AFKS,BANEP,BSPB,CHMK,DVEC,FESH,GCHE,KZOS,KZOSP,LSNG,LSNGP,MGTSP,MRKP,MSNG,MTSS,NKNC,NKNCP,PIKK,PMSBP,SBERP,STSBP,TGKB,TGKBP,TTLK,UNAC,USBN,UTAR"
shares,full_2015,2017-06-08,252,21,0.025,tail_group_2,3.155980440589617,26,0.0229719478597465,0.11895874347418488,0.017351199104549107,0.11148203713829954,0.03492438036450429,0.02636105023157963,"AKRN,BANE,DIOD,FEES,IRKT,LNZL,LSRG,MGNT,MRKC,MRKK,MRKU,MRKY,MRKZ,MVID,PHOR,RASP,RTKM,RTKMP,SBER,SELG,SIBN,SNGS,SNGSP,TATNP,TRMK,YKEN"
shares,full_2015,2017-06-08,252,21,0.025,tail_group_3,4.695379254588578,27,0.025030090450228675,0.1430727448956845,0.017648928565330565,0.12915257998306964,0.030352902347386745,0.054853962874529795,"ALRS,APTK,CHMF,GAZP,HYDR,KMAZ,KMEZ,KROT,LKOH,LNZLP,MAGN,MOEX,MRKS,MRKV,MTLR,NLMK,NMTP,NVTK,OGKB,ROSN,ROST,SARE,STSB,SVAV,TATN,TGKA,VSMO"
shares,full_2015,2017-07-10,252,21,0.025,tail_group_1,2.1319828193313564,27,0.028540723351794257,0.13647829761584057,0.007261766284147519,0.14421864233383178,0.015879938596890852,0.062350566045315935,"AFKS,BANE,BANEP,CHMK,DVEC,FESH,GCHE,KZOS,KZOSP,LSNG,LSNGP,MGTSP,MRKP,MSNG,MTSS,NKNC,NKNCP,PIKK,RASP,SARE,SBERP,STSBP,TATNP,TGKB,TGKBP,USBN,UTAR"
shares,full_2015,2017-07-10,252,21,0.025,tail_group_2,3.1769597940520455,26,0.021824960576225915,0.11748905870831697,0.01598293834597684,0.10886695123810036,0.019323016924259973,0.022383344590820135,"AKRN,BSPB,FEES,IRKT,KMAZ,LSRG,MGNT,MRKC,MRKK,MRKU,MRKY,MVID,NMTP,PHOR,PMSBP,ROST,RTKM,RTKMP,SELG,SNGS,SNGSP,STSB,TGKA,TTLK,UNAC,YKEN"
shares,full_2015,2017-07-10,252,21,0.025,tail_group_3,4.733328210305786,27,0.02372284704692742,0.13768767076599395,0.01348331595874976,0.0899723357673491,0.013392823224745998,0.051286787887571614,"ALRS,APTK,CHMF,DIOD,GAZP,HYDR,KMEZ,KROT,LKOH,LNZL,LNZLP,MAGN,MOEX,MRKS,MRKV,MRKZ,MTLR,NLMK,NVTK,OGKB,ROSN,SBER,SIBN,SVAV,TATN,TRMK,VSMO"
shares,full_2015,2017-08-08,252,21,0.025,tail_group_1,2.0553146575110417,27,0.02890286900194216,0.1374883290833394,0.005610860696759425,0.11478134683579633,0.00961284031815779,0.10162155204714098,"AFKS,BANEP,CHMK,DVEC,GCHE,LSNG,LSNGP,MGTSP,MRKP,MRKU,MSNG,MTSS,MVID,NKNC,NKNCP,PIKK,RASP,SARE,SBERP,STSBP,TATNP,TGKB,TGKBP,TTLK,UNAC,USBN,UTAR"
shares,full_2015,2017-08-08,252,21,0.025,tail_group_2,3.086838748069465,26,0.021748311050769353,0.10975296631481868,0.009024279648242092,0.09862597430016774,0.0106553351195664,0.031666483153274694,"AKRN,BANE,BSPB,DIOD,FEES,FESH,IRKT,KMAZ,KZOS,KZOSP,LNZLP,LSRG,MOEX,MRKC,MRKK,MRKY,NLMK,NMTP,PHOR,PMSBP,ROST,RTKM,SNGS,STSB,TRMK,YKEN"
shares,full_2015,2017-08-08,252,21,0.025,tail_group_3,4.691950154849663,27,0.024205655831980706,0.14060957854930678,0.00705798918855537,0.09511589493825987,0.0171814030620846,0.03606992619569443,"ALRS,APTK,CHMF,GAZP,HYDR,KMEZ,KROT,LKOH,LNZL,MAGN,MGNT,MRKS,MRKV,MRKZ,MTLR,NVTK,OGKB,ROSN,RTKMP,SBER,SELG,SIBN,SNGSP,SVAV,TATN,TGKA,VSMO"
